card,m,y,catchname,catch,locality,time,org,map,east,north,altitude,penet,fishmeth,effort,pass,spcode,abund,number,minl,maxl,nzreach
26892,7,2005,Taieri R,743.72,Shepherds Creek,day,doco,h42,2281087,5544805,480,190,efp,60,1,parcur,n,,,,14039071
26892,7,2005,Taieri R,743.72,Shepherds Creek,day,doco,h42,2281087,5544805,480,190,efp,60,1,galano,,4,52,72,14039071
26923,9,2005,Taieri R,743.238,Deighton Creek,1425,doco,i43,2305673,5520237,460,129,efp,,1,saltru,,5,81,104,14048682
26923,9,2005,Taieri R,743.238,Deighton Creek,1425,doco,i43,2305673,5520237,460,129,efp,,1,parcur,n,,,,14048682
26923,9,2005,Taieri R,743.238,Deighton Creek,1425,doco,i43,2305673,5520237,460,129,efp,,1,parane,o,,,,14048682
26923,9,2005,Taieri R,743.238,Deighton Creek,1425,doco,i43,2305673,5520237,460,129,efp,,1,hyrmen,n,,,,14048682
26924,9,2005,Taieri R,743.238,Deighton Creek,1530,doco,i43,2305785,5519918,465,129,efp,,1,parane,o,,,,14048777
26924,9,2005,Taieri R,743.238,Deighton Creek,1530,doco,i43,2305785,5519918,465,129,efp,,1,parcur,n,,,,14048777
26924,9,2005,Taieri R,743.238,Deighton Creek,1530,doco,i43,2305785,5519918,465,129,efp,,1,saltru,,3,78,84,14048777
26924,9,2005,Taieri R,743.238,Deighton Creek,1530,doco,i43,2305785,5519918,465,129,efp,,1,hyrmen,n,,,,14048777
26925,9,2005,Taieri R,743.23,Nenthorn Stream,1450,doco,i43,2301466,5513097,280,99,efp,,1,parcur,n,,,,14050538
26925,9,2005,Taieri R,743.23,Nenthorn Stream,1450,doco,i43,2301466,5513097,280,99,efp,,1,hyrmen,n,,,,14050538
26925,9,2005,Taieri R,743.23,Nenthorn Stream,1450,doco,i43,2301466,5513097,280,99,efp,,1,parane,c,,,,14050538
26925,9,2005,Taieri R,743.23,Nenthorn Stream,1450,doco,i43,2301466,5513097,280,99,efp,,1,angdie,,1,1100,,14050538
26925,9,2005,Taieri R,743.23,Nenthorn Stream,1450,doco,i43,2301466,5513097,280,99,efp,,1,saltru,,3,100,130,14050538
26926,9,2005,Taieri R,743.23,Nenthorn Stream,1230,doco,i43,2299792,5515745,290,103,efp,,1,parane,n,,,,14049995
26926,9,2005,Taieri R,743.23,Nenthorn Stream,1230,doco,i43,2299792,5515745,290,103,efp,,1,parcur,n,,,,14049995
26926,9,2005,Taieri R,743.23,Nenthorn Stream,1230,doco,i43,2299792,5515745,290,103,efp,,1,nospec,,,,,14049995
26926,9,2005,Taieri R,743.23,Nenthorn Stream,1230,doco,i43,2299792,5515745,290,103,efp,,1,hyrmen,n,,,,14049995
26927,9,2005,Taieri R,743.23,Nenthorn Stream,1445,doco,i43,2302333,5527066,385,123,efp,,1,hyrmen,n,,,,14046342
26927,9,2005,Taieri R,743.23,Nenthorn Stream,1445,doco,i43,2302333,5527066,385,123,efp,,1,parane,n,,,,14046342
26927,9,2005,Taieri R,743.23,Nenthorn Stream,1445,doco,i43,2302333,5527066,385,123,efp,,1,nospec,,,,,14046342
26927,9,2005,Taieri R,743.23,Nenthorn Stream,1445,doco,i43,2302333,5527066,385,123,efp,,1,parcur,n,,,,14046342
26997,3,2005,Taieri R,743.05,Meggat Burn tributary,1645,doco,h45,2272747,5469358,495,35,efp,50,1,parane,a,,,,14063609
26997,3,2005,Taieri R,743.05,Meggat Burn tributary,1645,doco,h45,2272747,5469358,495,35,efp,50,1,hyrmen,n,,,,14063609
26997,3,2005,Taieri R,743.05,Meggat Burn tributary,1645,doco,h45,2272747,5469358,495,35,efp,50,1,parcur,n,,,,14063609
26997,3,2005,Taieri R,743.05,Meggat Burn tributary,1645,doco,h45,2272747,5469358,495,35,efp,50,1,galeld,,9,39,44,14063609
28265,5,2006,Taieri R,743.05,Waipori River tributary,1400,doco,h44,2277560,5475114,460,43,obs,,,parane,o,,,,14062421
28265,5,2006,Taieri R,743.05,Waipori River tributary,1400,doco,h44,2277560,5475114,460,43,obs,,,galpul,,,,,14062421
28265,5,2006,Taieri R,743.05,Waipori River tributary,1400,doco,h44,2277560,5475114,460,43,obs,,,parcur,n,,,,14062421
28265,5,2006,Taieri R,743.05,Waipori River tributary,1400,doco,h44,2277560,5475114,460,43,obs,,,hyrmen,n,,,,14062421
28266,7,2006,Taieri R,743.05,Waipori River tributary,1400,doco,h44,2279821,5476282,560,46,efp,,1,hyrmen,n,,,,14062122
28266,7,2006,Taieri R,743.05,Waipori River tributary,1400,doco,h44,2279821,5476282,560,46,efp,,1,parcur,n,,,,14062122
28266,7,2006,Taieri R,743.05,Waipori River tributary,1400,doco,h44,2279821,5476282,560,46,efp,,1,parane,n,,,,14062122
28266,7,2006,Taieri R,743.05,Waipori River tributary,1400,doco,h44,2279821,5476282,560,46,efp,,1,galpul,,2,39,117,14062122
28267,7,2006,Taieri R,743.05,Waipori River tributary,1155,doco,h44,2279717,5476129,560,46,efp,,1,parcur,n,,,,14062122
28267,7,2006,Taieri R,743.05,Waipori River tributary,1155,doco,h44,2279717,5476129,560,46,efp,,1,parane,n,,,,14062122
28267,7,2006,Taieri R,743.05,Waipori River tributary,1155,doco,h44,2279717,5476129,560,46,efp,,1,hyrmen,n,,,,14062122
28267,7,2006,Taieri R,743.05,Waipori River tributary,1155,doco,h44,2279717,5476129,560,46,efp,,1,salfon,,2,125,140,14062122
28268,7,2006,Taieri R,743.05,Waipori River tributary,1223,doco,h44,2279594,5475967,540,46,efp,,1,parane,n,,,,14062122
28268,7,2006,Taieri R,743.05,Waipori River tributary,1223,doco,h44,2279594,5475967,540,46,efp,,1,salfon,,1,123,,14062122
28268,7,2006,Taieri R,743.05,Waipori River tributary,1223,doco,h44,2279594,5475967,540,46,efp,,1,hyrmen,n,,,,14062122
28268,7,2006,Taieri R,743.05,Waipori River tributary,1223,doco,h44,2279594,5475967,540,46,efp,,1,parcur,n,,,,14062122
28269,7,2006,Taieri R,743.05,Waipori River tributary,1300,doco,h44,2279762,5475889,570,46,efp,,1,parcur,n,,,,0
28269,7,2006,Taieri R,743.05,Waipori River tributary,1300,doco,h44,2279762,5475889,570,46,efp,,1,parane,n,,,,0
28269,7,2006,Taieri R,743.05,Waipori River tributary,1300,doco,h44,2279762,5475889,570,46,efp,,1,nospec,,,,,0
28269,7,2006,Taieri R,743.05,Waipori River tributary,1300,doco,h44,2279762,5475889,570,46,efp,,1,hyrmen,n,,,,0
28270,7,2006,Taieri R,743.05,Waipori River tributary,1340,doco,h44,2279582,5475751,580,46,efp,,1,salfon,,1,65,,0
28270,7,2006,Taieri R,743.05,Waipori River tributary,1340,doco,h44,2279582,5475751,580,46,efp,,1,parane,n,,,,0
28270,7,2006,Taieri R,743.05,Waipori River tributary,1340,doco,h44,2279582,5475751,580,46,efp,,1,parcur,n,,,,0
28270,7,2006,Taieri R,743.05,Waipori River tributary,1340,doco,h44,2279582,5475751,580,46,efp,,1,hyrmen,n,,,,0
28271,7,2006,Taieri R,743.05,Waipori River tributary,1407,doco,h44,2279255,5475578,540,45,han,,,salfon,,3,115,129,0
28272,7,2006,Taieri R,743.05,Waipori River tributary,1507,doco,h44,2279217,5476111,530,46,efp,,1,hyrmen,n,,,,0
28272,7,2006,Taieri R,743.05,Waipori River tributary,1507,doco,h44,2279217,5476111,530,46,efp,,1,parcur,n,,,,0
28272,7,2006,Taieri R,743.05,Waipori River tributary,1507,doco,h44,2279217,5476111,530,46,efp,,1,nospec,,,,,0
28272,7,2006,Taieri R,743.05,Waipori River tributary,1507,doco,h44,2279217,5476111,530,46,efp,,1,parane,n,,,,0
28273,7,2006,Taieri R,743.05,Waipori River tributary,1120,doco,h44,2277834,5475189,480,43,efp,,1,salfon,,3,75,165,14062353
28273,7,2006,Taieri R,743.05,Waipori River tributary,1120,doco,h44,2277834,5475189,480,43,efp,,1,hyrmen,n,,,,14062353
28273,7,2006,Taieri R,743.05,Waipori River tributary,1120,doco,h44,2277834,5475189,480,43,efp,,1,parcur,n,,,,14062353
28273,7,2006,Taieri R,743.05,Waipori River tributary,1120,doco,h44,2277834,5475189,480,43,efp,,1,parane,n,,,,14062353
28274,7,2006,Taieri R,743.05,Waipori River tributary,1150,doco,h44,2278041,5475207,490,43,efp,,1,hyrmen,n,,,,14062353
28274,7,2006,Taieri R,743.05,Waipori River tributary,1150,doco,h44,2278041,5475207,490,43,efp,,1,nospec,,,,,14062353
28274,7,2006,Taieri R,743.05,Waipori River tributary,1150,doco,h44,2278041,5475207,490,43,efp,,1,parcur,n,,,,14062353
28274,7,2006,Taieri R,743.05,Waipori River tributary,1150,doco,h44,2278041,5475207,490,43,efp,,1,parane,n,,,,14062353
28275,7,2006,Taieri R,743.05,Waipori River tributary,1245,doco,h44,2278266,5475081,495,44,efp,,0,hyrmen,n,,,,14062255
28275,7,2006,Taieri R,743.05,Waipori River tributary,1245,doco,h44,2278266,5475081,495,44,efp,,0,parane,n,,,,14062255
28275,7,2006,Taieri R,743.05,Waipori River tributary,1245,doco,h44,2278266,5475081,495,44,efp,,0,salfon,,17,60,185,14062255
28275,7,2006,Taieri R,743.05,Waipori River tributary,1245,doco,h44,2278266,5475081,495,44,efp,,0,parcur,n,,,,14062255
28276,7,2006,Taieri R,743.05,Waipori River tributary,1337,doco,h44,2278529,5475482,510,44,efp,,1,hyrmen,n,,,,14062255
28276,7,2006,Taieri R,743.05,Waipori River tributary,1337,doco,h44,2278529,5475482,510,44,efp,,1,parane,n,,,,14062255
28276,7,2006,Taieri R,743.05,Waipori River tributary,1337,doco,h44,2278529,5475482,510,44,efp,,1,parcur,n,,,,14062255
28276,7,2006,Taieri R,743.05,Waipori River tributary,1337,doco,h44,2278529,5475482,510,44,efp,,1,galpul,,1,100,,14062255
28277,7,2006,Taieri R,743.05,Waipori River tributary,1435,doco,h44,2278275,5475507,500,44,efp,,1,parane,n,,,,14062255
28277,7,2006,Taieri R,743.05,Waipori River tributary,1435,doco,h44,2278275,5475507,500,44,efp,,1,parcur,n,,,,14062255
28277,7,2006,Taieri R,743.05,Waipori River tributary,1435,doco,h44,2278275,5475507,500,44,efp,,1,hyrmen,n,,,,14062255
28277,7,2006,Taieri R,743.05,Waipori River tributary,1435,doco,h44,2278275,5475507,500,44,efp,,1,galpul,,3,33,80,14062255
28278,7,2006,Taieri R,743.05,Waipori River tributary,1450,doco,h44,2278187,5475499,495,44,efp,,1,parane,n,,,,14062255
28278,7,2006,Taieri R,743.05,Waipori River tributary,1450,doco,h44,2278187,5475499,495,44,efp,,1,salfon,,5,68,135,14062255
28278,7,2006,Taieri R,743.05,Waipori River tributary,1450,doco,h44,2278187,5475499,495,44,efp,,1,parcur,n,,,,14062255
28278,7,2006,Taieri R,743.05,Waipori River tributary,1450,doco,h44,2278187,5475499,495,44,efp,,1,hyrmen,n,,,,14062255
28279,7,2006,Taieri R,743.05,Waipori River tributary,1115,doco,h44,2279728,5476480,560,46,efp,5,1,nospec,,,,,14061958
28280,7,2006,Taieri R,743.05,Waipori River tributary,1200,doco,h44,2279535,5476516,550,46,efp,12,1,salfon,,1,166,,14061958
28281,7,2006,Taieri R,743.05,Waipori River tributary,1233,doco,h44,2279565,5476705,550,46,efp,5,1,nospec,,,,,0
28282,7,2006,Taieri R,743.05,Waipori River tributary,1254,doco,h44,2279428,5476591,540,46,efp,,1,salfon,,1,146,,14061958
28283,7,2006,Taieri R,743.05,Waipori River tributary,1310,doco,h44,2279288,5476584,535,46,efp,3,1,salfon,,5,116,153,14061958
28284,7,2006,Taieri R,743.05,Waipori River tributary,day,doco,h44,2279235,5476425,530,46,efp,,1,salfon,,5,108,151,14061958
28285,7,2006,Taieri R,743.05,Waipori River tributary,1426,doco,h44,2279036,5476412,525,45,efp,,1,salfon,,2,104,124,14061958
28286,7,2006,Taieri R,743.05,Waipori River tributary,1443,doco,h44,2278901,5476381,520,45,efp,5,1,salfon,,3,124,140,14061958
28287,7,2006,Taieri R,743.05,Waipori River tributary,1130,doco,h44,2276679,5475651,460,41,efp,,1,parane,n,,,,0
28287,7,2006,Taieri R,743.05,Waipori River tributary,1130,doco,h44,2276679,5475651,460,41,efp,,1,nospec,,,,,0
28288,7,2006,Taieri R,743.05,Waipori River tributary,1150,doco,h44,2276489,5475419,440,41,efp,,1,galpul,,6,75,122,0
28288,7,2006,Taieri R,743.05,Waipori River tributary,1150,doco,h44,2276489,5475419,440,41,efp,,1,parcur,n,,,,0
28288,7,2006,Taieri R,743.05,Waipori River tributary,1150,doco,h44,2276489,5475419,440,41,efp,,1,parane,n,,,,0
28288,7,2006,Taieri R,743.05,Waipori River tributary,1150,doco,h44,2276489,5475419,440,41,efp,,1,hyrmen,n,,,,0
28289,7,2006,Taieri R,743.05,Waipori River tributary,1215,doco,h44,2276606,5475305,420,41,efp,,1,galpul,,1,107,,0
28289,7,2006,Taieri R,743.05,Waipori River tributary,1215,doco,h44,2276606,5475305,420,41,efp,,1,parcur,n,,,,0
28289,7,2006,Taieri R,743.05,Waipori River tributary,1215,doco,h44,2276606,5475305,420,41,efp,,1,hyrmen,n,,,,0
28289,7,2006,Taieri R,743.05,Waipori River tributary,1215,doco,h44,2276606,5475305,420,41,efp,,1,parane,n,,,,0
28290,7,2006,Taieri R,743.05,Waipori River tributary,1330,doco,h44,2276626,5475109,400,41,efp,,1,galpul,,5,65,128,0
28290,7,2006,Taieri R,743.05,Waipori River tributary,1330,doco,h44,2276626,5475109,400,41,efp,,1,parcur,n,,,,0
28290,7,2006,Taieri R,743.05,Waipori River tributary,1330,doco,h44,2276626,5475109,400,41,efp,,1,parane,o,,,,0
28290,7,2006,Taieri R,743.05,Waipori River tributary,1330,doco,h44,2276626,5475109,400,41,efp,,1,hyrmen,n,,,,0
28291,7,2006,Taieri R,743.05,Waipori River tributary,1438,doco,h44,2276850,5475120,435,42,efp,,1,parane,n,,,,14062325
28291,7,2006,Taieri R,743.05,Waipori River tributary,1438,doco,h44,2276850,5475120,435,42,efp,,1,hyrmen,n,,,,14062325
28291,7,2006,Taieri R,743.05,Waipori River tributary,1438,doco,h44,2276850,5475120,435,42,efp,,1,salfon,,1,87,,14062325
28291,7,2006,Taieri R,743.05,Waipori River tributary,1438,doco,h44,2276850,5475120,435,42,efp,,1,galpul,,12,39,82,14062325
28291,7,2006,Taieri R,743.05,Waipori River tributary,1438,doco,h44,2276850,5475120,435,42,efp,,1,parcur,n,,,,14062325
28292,7,2006,Taieri R,743.05,Waipori River tributary,1505,doco,h44,2276947,5475177,440,42,efp,,1,hyrmen,n,,,,14062291
28292,7,2006,Taieri R,743.05,Waipori River tributary,1505,doco,h44,2276947,5475177,440,42,efp,,1,galpul,,2,80,111,14062291
28292,7,2006,Taieri R,743.05,Waipori River tributary,1505,doco,h44,2276947,5475177,440,42,efp,,1,parcur,n,,,,14062291
28292,7,2006,Taieri R,743.05,Waipori River tributary,1505,doco,h44,2276947,5475177,440,42,efp,,1,parane,n,,,,14062291
28293,7,2006,Taieri R,743.05,Waipori River tributary,1533,doco,h44,2277019,5475232,445,42,efp,,1,hyrmen,n,,,,14062291
28293,7,2006,Taieri R,743.05,Waipori River tributary,1533,doco,h44,2277019,5475232,445,42,efp,,1,parcur,n,,,,14062291
28293,7,2006,Taieri R,743.05,Waipori River tributary,1533,doco,h44,2277019,5475232,445,42,efp,,1,galpul,,3,60,101,14062291
28293,7,2006,Taieri R,743.05,Waipori River tributary,1533,doco,h44,2277019,5475232,445,42,efp,,1,parane,n,,,,14062291
28466,12,2006,Taieri R,743.27,Deadbullock Creek,1035,doco,h43,2279375,5512879,330,105,efp,,1,parcur,n,,,,14050916
28466,12,2006,Taieri R,743.27,Deadbullock Creek,1035,doco,h43,2279375,5512879,330,105,efp,,1,saltru,,9,102,129,14050916
28466,12,2006,Taieri R,743.27,Deadbullock Creek,1035,doco,h43,2279375,5512879,330,105,efp,,1,parane,n,,,,14050916
28466,12,2006,Taieri R,743.27,Deadbullock Creek,1035,doco,h43,2279375,5512879,330,105,efp,,1,hyrmen,n,,,,14050916
28467,12,2006,Taieri R,743.27,Deadbullock Creek,1105,doco,h43,2279130,5512717,350,105,efp,,1,parcur,n,,,,14050916
28467,12,2006,Taieri R,743.27,Deadbullock Creek,1105,doco,h43,2279130,5512717,350,105,efp,,1,hyrmen,n,,,,14050916
28467,12,2006,Taieri R,743.27,Deadbullock Creek,1105,doco,h43,2279130,5512717,350,105,efp,,1,parane,n,,,,14050916
28467,12,2006,Taieri R,743.27,Deadbullock Creek,1105,doco,h43,2279130,5512717,350,105,efp,,1,saltru,,12,32,200,14050916
28468,12,2006,Taieri R,743.27,Deadbullock Creek,1130,doco,h43,2278741,5512630,380,105,efp,,1,parcur,n,,,,14050916
28468,12,2006,Taieri R,743.27,Deadbullock Creek,1130,doco,h43,2278741,5512630,380,105,efp,,1,saltru,,17,27,110,14050916
28468,12,2006,Taieri R,743.27,Deadbullock Creek,1130,doco,h43,2278741,5512630,380,105,efp,,1,parane,n,,,,14050916
28468,12,2006,Taieri R,743.27,Deadbullock Creek,1130,doco,h43,2278741,5512630,380,105,efp,,1,hyrmen,n,,,,14050916
28469,12,2006,Taieri R,743.27,Deadbullock Creek tributary,1149,doco,h43,2278640,5512707,400,106,efp,,1,hyrmen,n,,,,14050742
28469,12,2006,Taieri R,743.27,Deadbullock Creek tributary,1149,doco,h43,2278640,5512707,400,106,efp,,1,saltru,,16,22,165,14050742
28469,12,2006,Taieri R,743.27,Deadbullock Creek tributary,1149,doco,h43,2278640,5512707,400,106,efp,,1,parane,n,,,,14050742
28469,12,2006,Taieri R,743.27,Deadbullock Creek tributary,1149,doco,h43,2278640,5512707,400,106,efp,,1,parcur,n,,,,14050742
28470,12,2006,Taieri R,743.27,Deadbullock Creek,1355,doco,h43,2280184,5512896,280,104,efp,,1,parcur,n,,,,14050734
28470,12,2006,Taieri R,743.27,Deadbullock Creek,1355,doco,h43,2280184,5512896,280,104,efp,,1,hyrmen,n,,,,14050734
28470,12,2006,Taieri R,743.27,Deadbullock Creek,1355,doco,h43,2280184,5512896,280,104,efp,,1,parane,n,,,,14050734
28470,12,2006,Taieri R,743.27,Deadbullock Creek,1355,doco,h43,2280184,5512896,280,104,efp,,1,nospec,,,,,14050734
28471,12,2006,Taieri R,743.27,Deadbullock Creek tributary,1450,doco,h43,2279556,5512259,310,102,efp,,1,parcur,n,,,,14051093
28471,12,2006,Taieri R,743.27,Deadbullock Creek tributary,1450,doco,h43,2279556,5512259,310,102,efp,,1,parane,c,,,,14051093
28471,12,2006,Taieri R,743.27,Deadbullock Creek tributary,1450,doco,h43,2279556,5512259,310,102,efp,,1,hyrmen,n,,,,14051093
28472,12,2006,Taieri R,743.27,Deadbullock Creek tributary,1545,doco,h43,2281551,5510703,235,100,efp,,1,galano,,5,54,68,14051569
28472,12,2006,Taieri R,743.27,Deadbullock Creek tributary,1545,doco,h43,2281551,5510703,235,100,efp,,1,parane,n,,,,14051569
28472,12,2006,Taieri R,743.27,Deadbullock Creek tributary,1545,doco,h43,2281551,5510703,235,100,efp,,1,hyrmen,n,,,,14051569
28473,11,2006,Taieri R,743.05,Waipori River tributary,1015,doco,h44,2275314,5476164,375,43,efp,15,1,galbre,,2,49,121,14062084
28473,11,2006,Taieri R,743.05,Waipori River tributary,1015,doco,h44,2275314,5476164,375,43,efp,15,1,hyrmen,n,,,,14062084
28473,11,2006,Taieri R,743.05,Waipori River tributary,1015,doco,h44,2275314,5476164,375,43,efp,15,1,parcur,n,,,,14062084
28488,5,2007,Taieri R,743.16,Three O'clock Stream tributary,1130,doco,i43,2307679,5508649,500,92,efp,50,1,parcur,n,,,,14052155
28488,5,2007,Taieri R,743.16,Three O'clock Stream tributary,1130,doco,i43,2307679,5508649,500,92,efp,50,1,parane,n,,,,14052155
28488,5,2007,Taieri R,743.16,Three O'clock Stream tributary,1130,doco,i43,2307679,5508649,500,92,efp,50,1,galeld,a,,36,100,14052155
28488,5,2007,Taieri R,743.16,Three O'clock Stream tributary,1130,doco,i43,2307679,5508649,500,92,efp,50,1,hyrmen,n,,,,14052155
28489,5,2007,Taieri R,743.16,Three O'clock Stream tributary,1200,doco,i43,2307734,5508614,510,92,efp,50,1,parane,n,,,,14052155
28489,5,2007,Taieri R,743.16,Three O'clock Stream tributary,1200,doco,i43,2307734,5508614,510,92,efp,50,1,hyrmen,n,,,,14052155
28489,5,2007,Taieri R,743.16,Three O'clock Stream tributary,1200,doco,i43,2307734,5508614,510,92,efp,50,1,parcur,n,,,,14052155
28489,5,2007,Taieri R,743.16,Three O'clock Stream tributary,1200,doco,i43,2307734,5508614,510,92,efp,50,1,nospec,,,,,14052155
28490,5,2007,Taieri R,743.16,Three O'clock Stream tributary,1230,doco,i43,2307485,5507872,510,82,efp,50,1,hyrmen,n,,,,14052302
28490,5,2007,Taieri R,743.16,Three O'clock Stream tributary,1230,doco,i43,2307485,5507872,510,82,efp,50,1,parane,n,,,,14052302
28490,5,2007,Taieri R,743.16,Three O'clock Stream tributary,1230,doco,i43,2307485,5507872,510,82,efp,50,1,parcur,n,,,,14052302
28490,5,2007,Taieri R,743.16,Three O'clock Stream tributary,1230,doco,i43,2307485,5507872,510,82,efp,50,1,galeld,,9,32,59,14052302
28491,5,2007,Taieri R,743.16,Fiddlers Gully,1335,doco,i43,2306101,5507653,600,83,efp,40,1,hyrmen,n,,,,14052411
28491,5,2007,Taieri R,743.16,Fiddlers Gully,1335,doco,i43,2306101,5507653,600,83,efp,40,1,parcur,n,,,,14052411
28491,5,2007,Taieri R,743.16,Fiddlers Gully,1335,doco,i43,2306101,5507653,600,83,efp,40,1,nospec,,,,,14052411
28491,5,2007,Taieri R,743.16,Fiddlers Gully,1335,doco,i43,2306101,5507653,600,83,efp,40,1,parane,n,,,,14052411
28492,5,2007,Taieri R,743.21,Ross Stream tributary,1414,doco,i43,2305752,5508422,580,98,efp,40,1,hyrmen,n,,,,14052178
28492,5,2007,Taieri R,743.21,Ross Stream tributary,1414,doco,i43,2305752,5508422,580,98,efp,40,1,galdep,,2,66,101,14052178
28492,5,2007,Taieri R,743.21,Ross Stream tributary,1414,doco,i43,2305752,5508422,580,98,efp,40,1,parane,n,,,,14052178
28492,5,2007,Taieri R,743.21,Ross Stream tributary,1414,doco,i43,2305752,5508422,580,98,efp,40,1,parcur,n,,,,14052178
28537,12,2006,Taieri R,743.646,Nobbler Stream,1125,doco,i41,2295065,5571949,495,184,efp,25,1,galano,,7,54,82,14026497
28537,12,2006,Taieri R,743.646,Nobbler Stream,1125,doco,i41,2295065,5571949,495,184,efp,25,1,parane,n,,,,14026497
28537,12,2006,Taieri R,743.646,Nobbler Stream,1125,doco,i41,2295065,5571949,495,184,efp,25,1,hyrmen,n,,,,14026497
28537,12,2006,Taieri R,743.646,Nobbler Stream,1125,doco,i41,2295065,5571949,495,184,efp,25,1,parcur,n,,,,14026497
28538,12,2006,Taieri R,743.646,Nobbler Stream,1240,doco,i41,2295085,5571878,495,184,efp,65,1,saltru,,4,23,108,14026497
28538,12,2006,Taieri R,743.646,Nobbler Stream,1240,doco,i41,2295085,5571878,495,184,efp,65,1,parane,n,,,,14026497
28538,12,2006,Taieri R,743.646,Nobbler Stream,1240,doco,i41,2295085,5571878,495,184,efp,65,1,galaxi,,1,25,,14026497
28538,12,2006,Taieri R,743.646,Nobbler Stream,1240,doco,i41,2295085,5571878,495,184,efp,65,1,galano,,4,62,86,14026497
28538,12,2006,Taieri R,743.646,Nobbler Stream,1240,doco,i41,2295085,5571878,495,184,efp,65,1,hyrmen,n,,,,14026497
28538,12,2006,Taieri R,743.646,Nobbler Stream,1240,doco,i41,2295085,5571878,495,184,efp,65,1,parcur,n,,,,14026497
28539,12,2006,Taieri R,743.646,Nobbler Stream,1530,doco,i41,2298727,5574152,710,189,efp,60,1,saltru,,7,66,180,14025338
28539,12,2006,Taieri R,743.646,Nobbler Stream,1530,doco,i41,2298727,5574152,710,189,efp,60,1,parcur,n,,,,14025338
28539,12,2006,Taieri R,743.646,Nobbler Stream,1530,doco,i41,2298727,5574152,710,189,efp,60,1,hyrmen,n,,,,14025338
28539,12,2006,Taieri R,743.646,Nobbler Stream,1530,doco,i41,2298727,5574152,710,189,efp,60,1,parane,n,,,,14025338
28540,12,2006,Taieri R,743.646,Nobbler Stream,1700,doco,i41,2298295,5573588,665,189,efp,50,1,parcur,n,,,,14025493
28540,12,2006,Taieri R,743.646,Nobbler Stream,1700,doco,i41,2298295,5573588,665,189,efp,50,1,parane,n,,,,14025493
28540,12,2006,Taieri R,743.646,Nobbler Stream,1700,doco,i41,2298295,5573588,665,189,efp,50,1,hyrmen,n,,,,14025493
28540,12,2006,Taieri R,743.646,Nobbler Stream,1700,doco,i41,2298295,5573588,665,189,efp,50,1,saltru,,5,21,162,14025493
28541,12,2006,Taieri R,743.646,Nobbler Stream,1750,doco,i41,2296975,5571688,540,186,efp,60,1,parane,n,,,,14026497
28541,12,2006,Taieri R,743.646,Nobbler Stream,1750,doco,i41,2296975,5571688,540,186,efp,60,1,galano,,7,66,84,14026497
28541,12,2006,Taieri R,743.646,Nobbler Stream,1750,doco,i41,2296975,5571688,540,186,efp,60,1,saltru,,15,25,99,14026497
28541,12,2006,Taieri R,743.646,Nobbler Stream,1750,doco,i41,2296975,5571688,540,186,efp,60,1,parcur,n,,,,14026497
28541,12,2006,Taieri R,743.646,Nobbler Stream,1750,doco,i41,2296975,5571688,540,186,efp,60,1,hyrmen,n,,,,14026497
28542,12,2006,Taieri R,743.64,Kye Burn tributary,945,doco,i41,2299258,5571039,740,188,efp,10,1,parcur,n,,,,14027015
28542,12,2006,Taieri R,743.64,Kye Burn tributary,945,doco,i41,2299258,5571039,740,188,efp,10,1,hyrmen,n,,,,14027015
28542,12,2006,Taieri R,743.64,Kye Burn tributary,945,doco,i41,2299258,5571039,740,188,efp,10,1,parane,n,,,,14027015
28542,12,2006,Taieri R,743.64,Kye Burn tributary,945,doco,i41,2299258,5571039,740,188,efp,10,1,nospec,,,,,14027015
28543,12,2006,Taieri R,743.646,Old Hut Creek,1045,doco,i41,2299712,5570640,690,185,efp,50,1,parane,n,,,,14026866
28543,12,2006,Taieri R,743.646,Old Hut Creek,1045,doco,i41,2299712,5570640,690,185,efp,50,1,saltru,,6,22,183,14026866
28543,12,2006,Taieri R,743.646,Old Hut Creek,1045,doco,i41,2299712,5570640,690,185,efp,50,1,parcur,n,,,,14026866
28543,12,2006,Taieri R,743.646,Old Hut Creek,1045,doco,i41,2299712,5570640,690,185,efp,50,1,hyrmen,n,,,,14026866
28544,12,2006,Taieri R,743.646,Old Hut Creek,1200,doco,i41,2300255,5571039,850,186,efp,30,1,saltru,,6,57,210,14026761
28544,12,2006,Taieri R,743.646,Old Hut Creek,1200,doco,i41,2300255,5571039,850,186,efp,30,1,parane,n,,,,14026761
28544,12,2006,Taieri R,743.646,Old Hut Creek,1200,doco,i41,2300255,5571039,850,186,efp,30,1,parcur,n,,,,14026761
28544,12,2006,Taieri R,743.646,Old Hut Creek,1200,doco,i41,2300255,5571039,850,186,efp,30,1,hyrmen,n,,,,14026761
28544,12,2006,Taieri R,743.646,Old Hut Creek,1200,doco,i41,2300255,5571039,850,186,efp,30,1,salfon,,1,173,,14026761
28545,12,2006,Taieri R,743.64,Kye Burn tributary,1420,doco,i41,2298773,5570487,640,186,efp,10,1,parcur,n,,,,14027015
28545,12,2006,Taieri R,743.64,Kye Burn tributary,1420,doco,i41,2298773,5570487,640,186,efp,10,1,hyrmen,n,,,,14027015
28545,12,2006,Taieri R,743.64,Kye Burn tributary,1420,doco,i41,2298773,5570487,640,186,efp,10,1,saltru,,3,76,160,14027015
28545,12,2006,Taieri R,743.64,Kye Burn tributary,1420,doco,i41,2298773,5570487,640,186,efp,10,1,parane,n,,,,14027015
