card,m,y,catchname,catch,locality,time,org,map,east,north,altitude,penet,fishmeth,effort,pass,spcode,abund,number,minl,maxl,nzreach
5815,1,1996,Taieri R,743.05,Lake Mahinerangi tributary,1100,niwa,h44,2277200,5477300,420,47,obs,6,,galbre,,1,150,180,14061792
5820,2,2000,Taieri R,743.7,Ewe Burn tributary,2230,niwa,h41,2281700,5560600,430,184,spo,5,,galano,o,,,,14031351
5881,10,1973,Taieri R,743.05,Lake Waihola tributary,,niwa,h45,2283600,5460200,5,18,han,,,gobcot,,,,,14065582
5881,10,1973,Taieri R,743.05,Lake Waihola tributary,,niwa,h45,2283600,5460200,5,18,han,,,galmac,,,,,14065582
5882,10,1973,Taieri R,743,Suprise Stream,,niwa,i45,2292100,5464500,10,9,han,,,galmac,,3,,,14064709
5933,5,1973,Taieri R,743.09,Silver Stream tributary,,uoo,i44,2312000,5489800,210,55,ef,,1,galbre,,,,,14057891
5934,4,1973,Taieri R,743.056,Nardoo Stream,day,niwa,h44,2264900,5483100,410,59,ef,,1,saltru,c,,,,14060081
5934,4,1973,Taieri R,743.056,Nardoo Stream,day,niwa,h44,2264900,5483100,410,59,ef,,1,galbre,c,,,,14060081
5934,4,1973,Taieri R,743.056,Nardoo Stream,day,niwa,h44,2264900,5483100,410,59,ef,,1,gobcot,c,,,,14060081
5934,4,1973,Taieri R,743.056,Nardoo Stream,day,niwa,h44,2264900,5483100,410,59,ef,,1,oncmyk,o,,,,14060081
5934,4,1973,Taieri R,743.056,Nardoo Stream,day,niwa,h44,2264900,5483100,410,59,ef,,1,perflu,o,,,,14060081
6007,8,1996,Taieri R,743.06,Contour Channel,,orc,h45,2286900,5468600,2,18,han,1,,gobcot,,,,,14063828
6008,8,1997,Taieri R,743.06,Contour Channel,,orc,h45,2286900,5468600,2,18,han,1,,galmac,,,,,14063828
6008,8,1997,Taieri R,743.06,Contour Channel,,orc,h45,2286900,5468600,2,18,han,1,,gobbre,,,,,14063828
6009,8,1996,Taieri R,743.05,Waipori River,,orc,h45,2287600,5464400,1,11,han,1,,gobcot,,,,,14064742
6010,9,1999,Taieri R,743.05,Waipori River,,orc,h45,2287600,5464400,1,11,han,1,,galaxi,,,,,14064742
6011,8,1996,Taieri R,743.05,Lake Waihola,,orc,h45,2282200,5459900,1,19,han,1,,gobcot,,,,,14064888
6012,8,1998,Taieri R,743.05,Lake Waihola,,orc,h45,2282200,5459900,1,19,han,1,,galmac,,,,,14064888
6018,8,1997,Taieri R,743,Taieri River,,orc,h45,2289100,5464700,1,10,han,1,,galmac,,,,,14064456
6019,8,1996,Taieri R,743,Taieri River,,orc,h45,2289100,5464700,1,10,han,1,,gobcot,,,,,14064456
6034,8,1997,Taieri R,743,Taieri River,,orc,i44,2297500,5473800,3,26,han,1,,galmac,,,,,14062640
6035,1,1999,Taieri R,743,Taieri River,,orc,i44,2297500,5473800,3,26,han,1,,gobcot,,,,,14062640
6041,1,1999,Taieri R,743.09,Silver Stream,,orc,i44,2301900,5478200,5,35,han,1,,gobcot,,,,,14061357
6048,8,1996,Taieri R,743,Taieri River,,orc,i45,2290100,5465900,2,12,han,1,,gobcot,,,,,14064287
6049,1,1999,Taieri R,743,Taieri River,,orc,i45,2290100,5465900,2,12,han,1,,retret,,,,,14064287
6049,1,1999,Taieri R,743,Taieri River,,orc,i45,2290100,5465900,2,12,han,1,,perflu,,,,,14064287
7201,11,1984,Taieri R,743.73,Sow Burn,1130,otfg,h42,2278400,5551000,370,185,ef,132,1,angdie,,1,503,,14035265
7201,11,1984,Taieri R,743.73,Sow Burn,1130,otfg,h42,2278400,5551000,370,185,ef,132,1,saltru,,27,26,41,14035265
7202,11,1984,Taieri R,743.73,Sow Burn,1200,otfg,h42,2278400,5550900,370,185,ef,11,1,saltru,,100,23,117,14035265
7203,11,1984,Taieri R,743.73,Sow Burn,day,otfg,h42,2277600,5546600,390,190,ef,17,1,saltru,,8,24,34,14037234
7204,11,1984,Taieri R,743.73,Sow Burn,1445,otfg,h42,2277600,5546700,390,190,ef,200,2,saltru,a,,,,14037234
7205,11,1984,Taieri R,743.73,Sow Burn,1545,otfg,h42,2278500,5543700,415,194,ef,343,2,saltru,,113,27,200,14039732
7209,12,1984,Taieri R,743.86,Loganburn Reservoir,1100,otfg,h43,2269300,5514800,820,249,gin,,,saltru,,1,291,,14049781
7210,12,1984,Taieri R,743.865,McHardies Creek,1330,otfg,h43,2271100,5515100,830,249,ef,48,2,saltru,,29,23,102,14050258
7211,12,1984,Taieri R,743.865,McHardies Creek,1415,otfg,h43,2271000,5515200,830,249,ef,284,0,saltru,,32,88,213,14050130
7212,12,1984,Taieri R,743.86,Loganburn Reservoir,1530,otfg,h43,2270200,5515500,820,248,gin,,,saltru,,1,271,,14049781
7213,12,1984,Taieri R,743.73,Sow Burn,1105,otfg,h42,2278400,5551000,370,185,ef,225,2,angdie,,1,,,14035265
7213,12,1984,Taieri R,743.73,Sow Burn,1105,otfg,h42,2278400,5551000,370,185,ef,225,2,saltru,,167,34,60,14035265
7214,12,1984,Taieri R,743.73,Sow Burn,1330,otfg,h42,2277600,5546700,390,190,ef,165,3,saltru,,218,32,138,14037234
7214,12,1984,Taieri R,743.73,Sow Burn,1330,otfg,h42,2277600,5546700,390,190,ef,165,3,angdie,,2,303,470,14037234
7215,12,1984,Taieri R,743.73,Sow Burn,1500,otfg,h42,2278500,5543700,415,194,ef,371,2,parane,,1,,,14039732
7215,12,1984,Taieri R,743.73,Sow Burn,1500,otfg,h42,2278500,5543700,415,194,ef,371,2,saltru,,108,36,249,14039732
7216,12,1984,Taieri R,743.73,Sow Burn water race,1730,otfg,h42,2277600,5546300,390,190,ef,20,2,saltru,,111,32,138,14038434
7278,7,1985,Taieri R,743.05,Boundary Creek,1030,otfg,h45,2280800,5465800,40,22,efp,,1,saltru,,13,81,272,14064373
7278,7,1985,Taieri R,743.05,Boundary Creek,1030,otfg,h45,2280800,5465800,40,22,efp,,1,perflu,,1,112,,14064373
7278,7,1985,Taieri R,743.05,Boundary Creek,1030,otfg,h45,2280800,5465800,40,22,efp,,1,parane,,1,,,14064373
7278,7,1985,Taieri R,743.05,Boundary Creek,1030,otfg,h45,2280800,5465800,40,22,efp,,1,angdie,,3,,900,14064373
7285,12,1985,Taieri R,743.33,Rock Creek,day,otfg,h43,2285900,5515300,190,101,ef,92,2,saltru,,6,47,350,14049837
7285,12,1985,Taieri R,743.33,Rock Creek,day,otfg,h43,2285900,5515300,190,101,ef,92,2,angdie,,5,224,800,14049837
7286,12,1985,Taieri R,743.33,Rock Creek,day,otfg,h43,2284700,5517700,210,104,ef,93,2,saltru,,17,41,163,14049419
7286,12,1985,Taieri R,743.33,Rock Creek,day,otfg,h43,2284700,5517700,210,104,ef,93,2,angdie,,1,1000,,14049419
7287,12,1985,Taieri R,743.33,Rock Creek tributary,day,otfg,h43,2282700,5519500,250,107,ef,13,1,saltru,,18,33,118,14048816
7288,12,1985,Taieri R,743.33,Rock Creek,1410,otfg,h43,2282300,5519000,250,107,ef,,1,saltru,,7,40,100,14048990
7289,12,1985,Taieri R,743.33,Rock Creek tributary,day,otfg,h43,2282500,5518000,230,107,ef,45,1,saltru,,13,78,186,14049417
7290,12,1985,Taieri R,743.33,Rock Creek tributary,day,otfg,h43,2284700,5517000,205,104,ef,35,1,angdie,,4,,1000,14049680
7290,12,1985,Taieri R,743.33,Rock Creek tributary,day,otfg,h43,2284700,5517000,205,104,ef,35,1,saltru,,19,38,65,14049680
7294,5,1986,Taieri R,743.63,Swin Burn,day,otfg,i42,2296900,5558700,420,166,ef,,5,angdie,,2,,,14032414
7294,5,1986,Taieri R,743.63,Swin Burn,day,otfg,i42,2296900,5558700,420,166,ef,,5,galaxi,,1,60,,14032414
7294,5,1986,Taieri R,743.63,Swin Burn,day,otfg,i42,2296900,5558700,420,166,ef,,5,gobbre,,,,,14032414
7294,5,1986,Taieri R,743.63,Swin Burn,day,otfg,i42,2296900,5558700,420,166,ef,,5,saltru,,62,55,445,14032414
7300,1,1987,Taieri R,743.05,Lake Waipori,1244,otfg,h45,2286800,5467500,1,16,obs,,,perflu,,1,292,,14064295
7300,1,1987,Taieri R,743.05,Lake Waipori,1244,otfg,h45,2286800,5467500,1,16,obs,,,gobcot,c,,,,14064295
7300,1,1987,Taieri R,743.05,Lake Waipori,1244,otfg,h45,2286800,5467500,1,16,obs,,,galmac,c,,,,14064295
7300,1,1987,Taieri R,743.05,Lake Waipori,1244,otfg,h45,2286800,5467500,1,16,obs,,,saltru,,1,450,,14064295
7300,1,1987,Taieri R,743.05,Lake Waipori,1244,otfg,h45,2286800,5467500,1,16,obs,,,marine,o,,,,14064295
7801,1,1987,Taieri R,743.58,Mare Burn,1500,otfg,i42,2297600,5543900,300,145,ef,,2,angdie,,8,,,14039741
7801,1,1987,Taieri R,743.58,Mare Burn,1500,otfg,i42,2297600,5543900,300,145,ef,,2,parane,a,,,,14039741
7801,1,1987,Taieri R,743.58,Mare Burn,1500,otfg,i42,2297600,5543900,300,145,ef,,2,saltru,,164,49,192,14039741
7802,1,1987,Taieri R,743.73,Sow Burn,830,otfg,h42,2277500,5547600,390,189,ef,2250,1,saltru,,314,60,450,14037234
7802,1,1987,Taieri R,743.73,Sow Burn,830,otfg,h42,2277500,5547600,390,189,ef,2250,1,angdie,,10,300,1000,14037234
7803,1,1987,Taieri R,743.64,Kye Burn,1833,otfg,i41,2293400,5562600,405,171,ef,,1,saltru,,26,50,500,14030445
7803,1,1987,Taieri R,743.64,Kye Burn,1833,otfg,i41,2293400,5562600,405,171,ef,,1,angdie,,17,200,940,14030445
7803,1,1987,Taieri R,743.64,Kye Burn,1833,otfg,i41,2293400,5562600,405,171,ef,,1,galano,,6,47,85,14030445
7804,1,1987,Taieri R,743.64,Kye Burn,939,otfg,i41,2299400,5579400,660,195,ef,105,2,saltru,,6,39,157,14023029
7805,1,1987,Taieri R,743.64,Timber Creek,1020,otfg,i41,2299300,5579500,650,195,ef,74,2,saltru,,1,126,,14022626
7806,1,1987,Taieri R,743.64,Kye Burn,1112,otfg,i41,2299200,5579300,640,194,ef,129,2,saltru,,2,138,142,14022991
7807,1,1987,Taieri R,743.64,Kye Burn,1240,otfg,i41,2297500,5578100,590,192,ef,228,1,saltru,,1,107,,14023637
7808,1,1987,Taieri R,743.648,Healy Creek,1345,otfg,i41,2299100,5578800,640,194,ef,117,2,galaxi,,55,52,94,14023208
7809,1,1987,Taieri R,743.13,Lee Stream,1000,otfg,h44,2284500,5486200,310,67,ef,217,2,galaxi,,1,,,14059052
7809,1,1987,Taieri R,743.13,Lee Stream,1000,otfg,h44,2284500,5486200,310,67,ef,217,2,saltru,,28,52,192,14059052
7810,1,1987,Taieri R,743.136,Broad Stream,1100,otfg,h44,2283300,5486200,310,69,ef,80,2,angdie,,2,464,950,14059021
7810,1,1987,Taieri R,743.136,Broad Stream,1100,otfg,h44,2283300,5486200,310,69,ef,80,2,saltru,,14,60,190,14059021
7811,1,1987,Taieri R,743.13,Lee Stream tributary,1215,otfg,h44,2286100,5485200,340,65,ef,25,1,angdie,,2,,,14059377
7811,1,1987,Taieri R,743.13,Lee Stream tributary,1215,otfg,h44,2286100,5485200,340,65,ef,25,1,saltru,,4,64,80,14059377
7811,1,1987,Taieri R,743.13,Lee Stream tributary,1215,otfg,h44,2286100,5485200,340,65,ef,25,1,parane,a,,,,14059377
7812,1,1987,Taieri R,743.13,Lee Stream tributary,1400,otfg,h44,2280300,5488200,330,73,ef,117,2,saltru,,5,68,197,14058277
7812,1,1987,Taieri R,743.13,Lee Stream tributary,1400,otfg,h44,2280300,5488200,330,73,ef,117,2,angdie,,6,760,1000,14058277
7813,1,1987,Taieri R,743.139,Canton Stream,1445,otfg,h44,2272100,5490700,510,85,ef,40,2,parane,a,,,,14057667
7813,1,1987,Taieri R,743.139,Canton Stream,1445,otfg,h44,2272100,5490700,510,85,ef,40,2,galeld,,12,55,94,14057667
7814,1,1987,Taieri R,743.13,Lee Stream,1600,otfg,h44,2274800,5490600,450,81,ef,53,1,galeld,,9,35,91,14057733
7815,5,1987,Taieri R,743.65,Rutherfords Dam,night,otfg,h42,2286600,5557700,405,177,fyn,,,saltru,,8,300,790,14032968
7815,5,1987,Taieri R,743.65,Rutherfords Dam,night,otfg,h42,2286600,5557700,405,177,fyn,,,gobcot,a,,70,105,14032968
7816,11,1987,Taieri R,743,Taieri River,,otfg,h43,2286700,5518700,190,106,ang,,,geoaus,,1,,,14048826
7817,12,1987,Taieri R,743.05,Lake Mahinerangi,1200,otfg,h44,2273600,5480100,387,48,oth,,,perflu,,24,,,14061965
7817,12,1987,Taieri R,743.05,Lake Mahinerangi,1200,otfg,h44,2273600,5480100,387,48,oth,,,saltru,,2,,,14061965
7818,12,1987,Taieri R,743,Taieri River,1430,otfg,h42,2289400,5555100,350,165,obs,,,geoaus,,1,,,14034509
7819,1,1988,Taieri R,743.58,Mare Burn,1100,otfg,i42,2297600,5543900,300,145,ef,,6,saltru,,815,54,78,14039741
7819,1,1988,Taieri R,743.58,Mare Burn,1100,otfg,i42,2297600,5543900,300,145,ef,,6,angdie,,6,,,14039741
7820,9,1988,Taieri R,743.21,Ross Stream,1200,otfg,i43,2295400,5505400,150,80,ef,,2,gobbre,,10,50,73,14053012
7820,9,1988,Taieri R,743.21,Ross Stream,1200,otfg,i43,2295400,5505400,150,80,ef,,2,saltru,,14,83,140,14053012
7820,9,1988,Taieri R,743.21,Ross Stream,1200,otfg,i43,2295400,5505400,150,80,ef,,2,angdie,,1,600,,14053012
7821,9,1988,Taieri R,743.21,Ross Stream,1400,otfg,i43,2299500,5505600,330,87,ef,,2,galaxi,a,34,43,85,14053039
7821,9,1988,Taieri R,743.21,Ross Stream,1400,otfg,i43,2299500,5505600,330,87,ef,,2,angdie,,1,450,,14053039
7822,9,1988,Taieri R,743.23,Nenthorn Stream,1600,otfg,i43,2294800,5506200,170,81,ef,,1,galdep,o,2,57,86,14052929
7822,9,1988,Taieri R,743.23,Nenthorn Stream,1600,otfg,i43,2294800,5506200,170,81,ef,,1,gobbre,o,2,62,63,14052929
7822,9,1988,Taieri R,743.23,Nenthorn Stream,1600,otfg,i43,2294800,5506200,170,81,ef,,1,saltru,c,7,118,175,14052929
7823,9,1988,Taieri R,743.19,Flat Stream,,otfg,i43,2297000,5500400,290,77,ef,,1,angdie,,1,400,,14054738
7824,11,1988,Taieri R,743.73,Sow Burn,day,otfg,h42,2278300,5544400,410,193,ef,,1,angdie,,2,,,14039333
7824,11,1988,Taieri R,743.73,Sow Burn,day,otfg,h42,2278300,5544400,410,193,ef,,1,saltru,,37,33,154,14039333
7825,11,1988,Taieri R,743.704,West Branch Ewe Burn,day,otfg,h41,2279200,5573900,655,200,ef,,0,saltru,,570,98,201,14025512
7915,2,1991,Taieri R,743.09,Silver Stream,930,otfg,i44,2298800,5477200,5,31,ef,234,1,galmac,c,,,,14061357
7915,2,1991,Taieri R,743.09,Silver Stream,930,otfg,i44,2298800,5477200,5,31,ef,234,1,gobcot,a,,,114,14061357
7915,2,1991,Taieri R,743.09,Silver Stream,930,otfg,i44,2298800,5477200,5,31,ef,234,1,anguil,,1,350,,14061357
7915,2,1991,Taieri R,743.09,Silver Stream,930,otfg,i44,2298800,5477200,5,31,ef,234,1,saltru,,2,84,108,14061357
7915,2,1991,Taieri R,743.09,Silver Stream,930,otfg,i44,2298800,5477200,5,31,ef,234,1,retret,,1,,,14061357
7916,2,1991,Taieri R,743.09,Silver Stream,1020,otfg,i44,2300400,5477700,15,33,ef,,1,gobcot,o,,40,70,14061357
7916,2,1991,Taieri R,743.09,Silver Stream,1020,otfg,i44,2300400,5477700,15,33,ef,,1,saltru,,2,80,105,14061357
7916,2,1991,Taieri R,743.09,Silver Stream,1020,otfg,i44,2300400,5477700,15,33,ef,,1,anguil,,3,300,,14061357
7917,2,1991,Taieri R,743.09,Silver Stream,1120,otfg,i44,2301800,5478300,15,35,ef,147,2,gobcot,,4,44,102,14061357
7917,2,1991,Taieri R,743.09,Silver Stream,1120,otfg,i44,2301800,5478300,15,35,ef,147,2,saltru,,9,67,116,14061357
7917,2,1991,Taieri R,743.09,Silver Stream,1120,otfg,i44,2301800,5478300,15,35,ef,147,2,angdie,,5,250,350,14061357
7918,2,1991,Taieri R,743.09,Silver Stream,1200,otfg,i44,2305500,5479700,20,39,ef,81,2,saltru,,16,68,90,14061037
7918,2,1991,Taieri R,743.09,Silver Stream,1200,otfg,i44,2305500,5479700,20,39,ef,81,2,angdie,,1,,,14061037
7918,2,1991,Taieri R,743.09,Silver Stream,1200,otfg,i44,2305500,5479700,20,39,ef,81,2,gobcot,,3,71,75,14061037
7919,2,1991,Taieri R,743.09,Silver Stream,1430,otfg,i44,2306900,5480500,30,41,ef,208,2,saltru,,10,86,116,14060807
7919,2,1991,Taieri R,743.09,Silver Stream,1430,otfg,i44,2306900,5480500,30,41,ef,208,2,angdie,,4,,,14060807
7919,2,1991,Taieri R,743.09,Silver Stream,1430,otfg,i44,2306900,5480500,30,41,ef,208,2,gobcot,c,,,,14060807
7920,2,1991,Taieri R,743.09,Silver Stream,1600,otfg,i44,2308900,5485100,80,48,ef,122,2,saltru,,63,52,170,14059433
7920,2,1991,Taieri R,743.09,Silver Stream,1600,otfg,i44,2308900,5485100,80,48,ef,122,2,angdie,,1,,,14059433
9895,1,2002,Taieri R,743.06,Contour Channel,,doco,h45,2286400,5469800,3,19,ntc,10,,rhombo,c,,,,14063506
9895,1,2002,Taieri R,743.06,Contour Channel,,doco,h45,2286400,5469800,3,19,ntc,10,,salmo,,3,,,14063506
9895,1,2002,Taieri R,743.06,Contour Channel,,doco,h45,2286400,5469800,3,19,ntc,10,,anguil,c,,,,14063506
9895,1,2002,Taieri R,743.06,Contour Channel,,doco,h45,2286400,5469800,3,19,ntc,10,,galmac,o,,,,14063506
9895,1,2002,Taieri R,743.06,Contour Channel,,doco,h45,2286400,5469800,3,19,ntc,10,,gobcot,c,,,,14063506
9895,1,2002,Taieri R,743.06,Contour Channel,,doco,h45,2286400,5469800,3,19,ntc,10,,perflu,,4,,,14063506
9896,1,2002,Taieri R,743,Unnamed pond,,doco,h45,2288500,5465500,1,12,ntc,2,,gobcot,o,,,,14063996
9899,1,2002,Taieri R,743,Unnamed pond,,doco,i45,2291300,5467800,5,16,ntc,10,,gobcot,o,,,,14063996
9899,1,2002,Taieri R,743,Unnamed pond,,doco,i45,2291300,5467800,5,16,ntc,10,,perflu,,37,,,14063996
9965,1,2002,Taieri R,743.65,Coalpit Dam,,doco,h41,2282800,5572400,610,196,ntc,12,,salmo,,20,,,14026231
9966,1,2002,Taieri R,743.704,West Eweburn Dam,,doco,h41,2279800,5574800,670,201,ntc,11,,salmo,,15,,,14025012
10895,12,1992,Taieri R,743.647,Little Kye Burn,1100,otfg,i41,2291500,5574900,530,187,ef,,1,saltru,,2,180,205,14025109
10895,12,1992,Taieri R,743.647,Little Kye Burn,1100,otfg,i41,2291500,5574900,530,187,ef,,1,angdie,,2,221,460,14025109
10895,12,1992,Taieri R,743.647,Little Kye Burn,1100,otfg,i41,2291500,5574900,530,187,ef,,1,galano,a,1000,,,14025109
10896,12,1992,Taieri R,743.647,Little Kye Burn,1315,otfg,i41,2292100,5579500,650,193,ef,,1,galano,o,,,,14022842
10896,12,1992,Taieri R,743.647,Little Kye Burn,1315,otfg,i41,2292100,5579500,650,193,ef,,1,saltru,,117,50,180,14022842
10897,1,1993,Taieri R,743.704,West Branch Ewe Burn,day,otfg,h41,2279300,5573500,650,199,ef,,1,saltru,,340,70,250,14025512
10897,1,1993,Taieri R,743.704,West Branch Ewe Burn,day,otfg,h41,2279300,5573500,650,199,ef,,1,angdie,,1,,,14025512
10898,1,1993,Taieri R,743.647,Little Kye Burn,day,otfg,i41,2291700,5579100,630,192,ef,,1,galano,o,,,,14023159
10898,1,1993,Taieri R,743.647,Little Kye Burn,day,otfg,i41,2291700,5579100,630,192,ef,,1,saltru,,75,70,250,14023159
10899,1,1993,Taieri R,743.58,Mare Burn,day,otfg,i42,2297900,5544000,300,146,ef,,0,angdie,o,,,,14039498
10899,1,1993,Taieri R,743.58,Mare Burn,day,otfg,i42,2297900,5544000,300,146,ef,,0,galaxi,o,,,,14039498
10899,1,1993,Taieri R,743.58,Mare Burn,day,otfg,i42,2297900,5544000,300,146,ef,,0,angaus,o,,,,14039498
10899,1,1993,Taieri R,743.58,Mare Burn,day,otfg,i42,2297900,5544000,300,146,ef,,0,saltru,,302,70,230,14039498
10904,12,1989,Taieri R,743,Taieri River,1100,otfg,h42,2270500,5538800,380,206,ef,216,3,saltru,,29,41,344,14041789
10905,12,1989,Taieri R,743,Taieri River,1400,otfg,h42,2271800,5542400,370,199,ef,,2,angdie,,3,,,14040345
10905,12,1989,Taieri R,743,Taieri River,1400,otfg,h42,2271800,5542400,370,199,ef,,2,saltru,,1,50,,14040345
10911,4,1991,Taieri R,743.864,Shepherds Hut Creek,1030,otfg,h43,2263300,5509700,850,258,ef,70,2,saltru,a,57,42,151,14051806
10912,4,1991,Taieri R,743.864,Shepherds Hut Creek,1100,otfg,h43,2263400,5510100,850,258,ef,64,2,saltru,a,61,43,102,14051772
10928,1,1990,Taieri R,743.64,Kye Burn tributary,day,uoo,i41,2301000,5580500,750,197,efp,17,1,saltru,,4,22,145,14022048
10929,1,1990,Taieri R,743.648,Healy Creek,day,uoo,i41,2299000,5578900,640,194,efp,21,1,galaxi,,20,50,91,14023208
10930,1,1990,Taieri R,743.256,Ratty Creek,day,uoo,h43,2268900,5509400,790,120,efp,5,1,galeld,,3,64,90,14051945
10931,1,1990,Taieri R,743.256,Ratty Creek,day,uoo,h43,2268900,5509400,790,120,efp,24,1,galeld,,6,48,82,14051945
10932,1,1990,Taieri R,743.256,Ratty Creek,day,uoo,h43,2268800,5509500,790,120,efp,11,1,galeld,,9,51,103,14051945
10933,1,1990,Taieri R,743.256,Ratty Creek,day,uoo,h43,2268300,5509900,810,121,efp,11,1,galeld,,10,70,113,14051725
10934,1,1990,Taieri R,743.256,Ratty Creek,day,uoo,h43,2268800,5509500,790,120,efp,5,1,galeld,,10,47,80,14051945
10935,1,1990,Taieri R,743.256,Ratty Creek,day,uoo,h43,2268300,5509900,810,121,efp,10,1,galeld,,7,50,72,14051725
10936,1,1990,Taieri R,743.256,Stony Creek tributary,day,uoo,h43,2266600,5508300,870,124,efp,4,1,galeld,,8,60,85,14051890
10937,1,1990,Taieri R,743.256,Stony Creek tributary,day,uoo,h43,2266400,5508800,880,124,efp,4,1,galeld,,10,59,87,14051890
10938,1,1990,Taieri R,743.256,Stony Creek tributary,day,uoo,h43,2266500,5508800,880,124,efp,21,1,galeld,,1,115,,14051890
10939,1,1990,Taieri R,743.256,Stony Creek tributary,day,uoo,h43,2266500,5508800,880,124,efp,3,1,galeld,,11,55,88,14051890
10940,1,1990,Taieri R,743.256,Stony Creek tributary,day,uoo,h43,2266100,5509100,890,125,efp,8,1,galeld,,2,86,100,14051890
10941,1,1990,Taieri R,743.256,Stony Creek tributary,day,uoo,h43,2266100,5509100,890,125,efp,3,1,galeld,,3,70,92,14051890
10942,1,1990,Taieri R,743.09,Silver Stream,day,uoo,i44,2309700,5486000,90,50,efp,128,1,saltru,,27,42,125,14059058
10943,1,1990,Taieri R,743.09,Silver Stream,day,uoo,i44,2311500,5489900,210,55,efp,33,1,saltru,r,,,,14057900
10943,1,1990,Taieri R,743.09,Silver Stream,day,uoo,i44,2311500,5489900,210,55,efp,33,1,angdie,r,,210,,14057900
10944,1,1990,Taieri R,743.09,Silver Stream tributary,day,uoo,i44,2309900,5486200,110,50,efp,33,1,parcur,a,,,,14059069
10944,1,1990,Taieri R,743.09,Silver Stream tributary,day,uoo,i44,2309900,5486200,110,50,efp,33,1,saltru,,2,103,129,14059069
10945,1,1990,Taieri R,743.09,Silver Stream tributary,day,uoo,i44,2310100,5486200,110,50,efp,11,1,saltru,,4,,224,14059069
10945,1,1990,Taieri R,743.09,Silver Stream tributary,day,uoo,i44,2310100,5486200,110,50,efp,11,1,parcur,a,,,,14059069
10946,1,1990,Taieri R,743.09,Silver Stream tributary,day,uoo,i44,2310200,5486200,110,50,efp,11,1,saltru,,3,,,14059069
10946,1,1990,Taieri R,743.09,Silver Stream tributary,day,uoo,i44,2310200,5486200,110,50,efp,11,1,parcur,a,,,,14059069
10947,1,1990,Taieri R,743.09,Silver Stream tributary,day,uoo,i44,2310200,5486200,110,50,efp,15,1,parcur,c,,,,14059069
10947,1,1990,Taieri R,743.09,Silver Stream tributary,day,uoo,i44,2310200,5486200,110,50,efp,15,1,saltru,,1,,,14059069
10948,1,1990,Taieri R,743.096,Powder Creek,day,uoo,i44,2309800,5486800,100,51,efp,38,1,saltru,c,9,42,51,14058904
10949,1,1990,Taieri R,743.09,Silver Stream tributary,day,uoo,i44,2311900,5489900,210,55,efp,16,1,saltru,,1,,,14057891
10950,1,1990,Taieri R,743.09,Silver Stream tributary,day,uoo,i44,2311900,5489900,210,55,efp,37,1,saltru,,4,,,14057891
10951,1,1990,Taieri R,743.15,Big Stream tributary,day,otfg,i44,2305600,5490000,90,61,efp,5,1,saltru,c,6,38,158,14057877
10952,1,1990,Taieri R,743.64,Kye Burn,day,otfg,i41,2302000,5580500,810,198,efp,10,1,saltru,a,11,37,182,14022470
10953,1,1990,Taieri R,743.12,Smugglers Creek,day,otfg,i44,2293900,5482600,110,42,efp,45,1,saltru,,1,110,,14060065
10954,1,1990,Taieri R,743.15,Big Stream tributary,day,otfg,i44,2305600,5490200,90,61,efp,14,1,parcur,a,,,,14057768
10954,1,1990,Taieri R,743.15,Big Stream tributary,day,otfg,i44,2305600,5490200,90,61,efp,14,1,saltru,,2,71,142,14057768
10955,1,1990,Taieri R,743.15,Big Stream tributary,day,otfg,i44,2308200,5490200,240,64,efp,6,1,parcur,p,,,,14057840
10955,1,1990,Taieri R,743.15,Big Stream tributary,day,otfg,i44,2308200,5490200,240,64,efp,6,1,saltru,c,7,39,124,14057840
10956,1,1990,Taieri R,743.15,Big Stream tributary,day,uoo,i44,2308100,5491000,210,64,efp,9,1,saltru,,5,31,90,14057399
10957,1,1990,Taieri R,743.15,Big Stream tributary,day,uoo,i44,2308100,5491000,210,64,efp,14,1,saltru,,6,35,135,14057399
10957,1,1990,Taieri R,743.15,Big Stream tributary,day,uoo,i44,2308100,5491000,210,64,efp,14,1,parcur,p,,,,14057399
10958,1,1990,Taieri R,743.15,Big Stream tributary,day,uoo,i44,2311000,5491800,360,67,efp,35,1,saltru,,3,65,70,14057284
10959,1,1990,Taieri R,743.15,Big Stream tributary,day,uoo,i44,2311000,5491800,360,67,efp,9,1,saltru,,7,59,68,14057284
10960,1,1990,Taieri R,743.15,Big Stream tributary,day,uoo,i44,2311000,5491800,360,67,efp,9,1,angdie,,1,325,,14057284
10961,1,1990,Taieri R,743.15,Big Stream tributary,day,uoo,i44,2305600,5490000,90,61,efp,37,1,saltru,,7,39,86,14057877
10962,1,1990,Taieri R,743.15,Big Stream tributary,day,uoo,i44,2308200,5490200,240,64,efp,6,1,saltru,,1,100,,14057831
10963,2,1990,Taieri R,743.13,Lee Stream,day,uoo,h44,2285200,5485600,310,66,efp,22,1,saltru,,10,59,89,14059052
10963,2,1990,Taieri R,743.13,Lee Stream,day,uoo,h44,2285200,5485600,310,66,efp,22,1,angdie,,2,304,323,14059052
