consumer,resource,source.id,res.order,res.family,res.genus,res.method,con.order,con.family,con.genus,con.method,linkevidence
Pycnocentrodes,Oligochaetae,Dempsters,Oligochaetae,NA,NA,order,Trichoptera,Conoesucidae,Pycnocentrodes,genus,direct
Pycnocentrodes,Nesameletus,Dempsters,Ephemeroptera,Nesameletidae,Nesameletus,genus,Trichoptera,Conoesucidae,Pycnocentrodes,genus,direct
Pycnocentrodes,Orthocladiinae,Healy,Diptera,Chironomidae,NA,family,Trichoptera,Conoesucidae,Pycnocentrodes,genus,direct
Salmo,Hydrobiosis,Canton,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Chironominae,Kyeburn,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aoteapsyche,Sutton,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,DempstersAu,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Zelandoperla,Kyeburn,Plecoptera,Gripopterygidae,Zelandoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aoteapsyche,Blackrock,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Zelandoperla,NorthCol,Plecoptera,Gripopterygidae,Zelandoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Costachorema,Sutton,Trichoptera,Hydrobiosidae,Costachorema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,Sutton,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosis,Kyeburn,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Potamopyrgus,DempstersAu,Mollusca,Hydrobiidae,Potamopyrgus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aoteapsyche,Kyeburn,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Austrosimulium,Sutton,Diptera,Simuliidae,Austrosimulium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Megaleptoperla,Berwick,Plecoptera,Gripopterygidae,Megaleptoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aoteapsyche,DempstersSp,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Potamopyrgus,SuttonSp,Mollusca,Hydrobiidae,Potamopyrgus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Austrosimulium,Little,Diptera,Simuliidae,Austrosimulium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Megaleptoperla,NorthCol,Plecoptera,Gripopterygidae,Megaleptoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Coloburiscus,Blackrock,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aoteapsyche,Dempsters,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Coloburiscus,DempstersSp,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Potamopyrgus,DempstersSp,Mollusca,Hydrobiidae,Potamopyrgus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Coloburiscus,Venlaw,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Blepharicerdiae,DempstersSp,NA,NA,NA,NA,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Orthocladiinae,Canton,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosis,Little,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosis,SuttonSp,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aoteapsyche,NorthCol,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,SuttonSp,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosis,Dempsters,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aoteapsyche,Little,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Diamesinae,Canton,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Stenoperla,Dempsters,Plecoptera,Eustheniidae,Stenoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Austroperla,NorthCol,Plecoptera,Austroperlidae,Austroperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Coloburiscus,Dempsters,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aoteapsyche,German,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,Berwick,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Paranephrops,Powder,Decapoda,Parastacidae,Paranephrops,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydraena,Kyeburn,Coleoptera,Hydraenidae,Hydraena,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Paranephrops,NorthCol,Decapoda,Parastacidae,Paranephrops,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Costachorema,Berwick,Trichoptera,Hydrobiosidae,Costachorema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Polyplectropus,Blackrock,Trichoptera,Polycentropidae,Polyplectropus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosis,NorthCol,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Polyplectropus,NorthCol,Trichoptera,Polycentropidae,Polyplectropus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Orthocladiinae,Kyeburn,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Potamopyrgus,NorthCol,Mollusca,Hydrobiidae,Potamopyrgus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosis,Venlaw,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Atalophlebioides,Dempsters,Ephemeroptera,Leptophlebiidae,Atalophlebioides,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Polyplectropus,Berwick,Trichoptera,Polycentropidae,Polyplectropus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Polyplectropus,Broad,Trichoptera,Polycentropidae,Polyplectropus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosis,Powder,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosis,Sutton,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hudsonema,DempstersSp,Trichoptera,Leptoceridae,Hudsonema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosella,Little,Trichoptera,Philopotamidae,Hydrobiosella,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Austrosimulium,German,Diptera,Simuliidae,Austrosimulium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hudsonema,Broad,Trichoptera,Leptoceridae,Hudsonema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Ameletopsis,Dempsters,Ephemeroptera,Ameletopsidae,Ameletopsis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Stenoperla,DempstersAu,Plecoptera,Eustheniidae,Stenoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hudsonema,Canton,Trichoptera,Leptoceridae,Hudsonema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Orthocladiinae,Dempsters,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hudsonema,DempstersAu,Trichoptera,Leptoceridae,Hudsonema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Stenoperla,Canton,Plecoptera,Eustheniidae,Stenoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Oligochaetae,SuttonSp,Oligochaetae,NA,NA,order,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Archichauliodes,SuttonSp,Megaloptera,Corydalidae,Archichauliodes,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydora.adult,Dempsters,Coleoptera,Elmidae,Hydora.adult,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Stenoperla,Powder,Plecoptera,Eustheniidae,Stenoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aoteapsyche,Venlaw,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Paracalliope,Venlaw,Amphipoda,Paracalliopiidae,Paracalliope,order,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosis,Blackrock,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Stenoperla,Little,Plecoptera,Eustheniidae,Stenoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Stenoperla,Berwick,Plecoptera,Eustheniidae,Stenoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Stenoperla,Venlaw,Plecoptera,Eustheniidae,Stenoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Olinga,Little,Trichoptera,Conoesucidae,Olinga,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydraenidae,NorthCol,Coleoptera,Hydraenidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Acroperla,German,Plecoptera,Gripopterygidae,Acroperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosis,German,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Orthocladiinae,Powder,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,Blackrock,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Oligochaetae,Berwick,Oligochaetae,NA,NA,order,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,Kyeburn,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Amphipoda,Blackrock,Amphipoda,NA,NA,order,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydora.larvae,Little,Coleoptera,Elmidae,Hydora.larvae,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,Dempsters,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Orthocladiinae,Little,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydora.larvae,DempstersSp,Coleoptera,Elmidae,Hydora.larvae,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydora.larvae,Sutton,Coleoptera,Elmidae,Hydora.larvae,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Chironominae,German,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Costachorema,Blackrock,Trichoptera,Hydrobiosidae,Costachorema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosella,NorthCol,Trichoptera,Philopotamidae,Hydrobiosella,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aphrophila,Sutton,Diptera,Tipulidae,Aphrophila,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosella,Kyeburn,Trichoptera,Philopotamidae,Hydrobiosella,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,NorthCol,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,Broad,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Potamopyrgus,Dempsters,Mollusca,Hydrobiidae,Potamopyrgus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hudsonema,Blackrock,Trichoptera,Leptoceridae,Hudsonema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,German,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Stenoperla,NorthCol,Plecoptera,Eustheniidae,Stenoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,Venlaw,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Chironominae,DempstersAu,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosis,DempstersAu,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Megaleptoperla,Powder,Plecoptera,Gripopterygidae,Megaleptoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Austrosimulium,Broad,Diptera,Simuliidae,Austrosimulium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Chironominae,NorthCol,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aoteapsyche,Powder,Trichoptera,Hydropsychidae,Aoteapsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Chironominae,Broad,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Zelandoperla,Dempsters,Plecoptera,Gripopterygidae,Zelandoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Psilochorema,Dempsters,Trichoptera,Hydrobiosidae,Psilochorema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Zelandoperla,DempstersAu,Plecoptera,Gripopterygidae,Zelandoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Archichauliodes,Broad,Megaloptera,Corydalidae,Archichauliodes,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Zelandoperla,Powder,Plecoptera,Gripopterygidae,Zelandoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Scirtidae,Broad,Coleoptera,Scirtidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,DempstersSp,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Scirtidae,German,Coleoptera,Scirtidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydora.adult,Blackrock,Coleoptera,Elmidae,Hydora.adult,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Paracalliope,Berwick,Amphipoda,Paracalliopiidae,Paracalliope,order,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Potamopyrgus,Venlaw,Mollusca,Hydrobiidae,Potamopyrgus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Austroperla,DempstersSp,Plecoptera,Austroperlidae,Austroperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Paranephrops,Venlaw,Decapoda,Parastacidae,Paranephrops,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Costachorema,Dempsters,Trichoptera,Hydrobiosidae,Costachorema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Paranephrops,Berwick,Decapoda,Parastacidae,Paranephrops,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pirara,Dempsters,Diptera,Chironomidae,Pirara,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Costachorema,Broad,Trichoptera,Hydrobiosidae,Costachorema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Austrosimulium,Blackrock,Diptera,Simuliidae,Austrosimulium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Chironominae,DempstersSp,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Orthocladiinae,Blackrock,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Potamopyrgus,Blackrock,Mollusca,Hydrobiidae,Potamopyrgus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pycnocentria,Venlaw,Trichoptera,Conoesucidae,Pycnocentria,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydora,NorthCol,Coleoptera,Elmidae,Hydora,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Psilochorema,Sutton,Trichoptera,Hydrobiosidae,Psilochorema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Podaena,Sutton,Coleoptera,Hydraenidae,Podaena,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Costachorema,DempstersAu,Trichoptera,Hydrobiosidae,Costachorema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Coloburiscus,SuttonSp,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pycnocentrodes,DempstersSp,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pycnocentrodes,DempstersAu,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Austrosimulium,NorthCol,Diptera,Simuliidae,Austrosimulium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Potamopyrgus,Little,Mollusca,Hydrobiidae,Potamopyrgus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pycnocentrodes,Blackrock,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Chironominae,Powder,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Diamesinae,Kyeburn,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Psilochorema,Broad,Trichoptera,Hydrobiosidae,Psilochorema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Psilochorema,Blackrock,Trichoptera,Hydrobiosidae,Psilochorema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Acroperla,Blackrock,Plecoptera,Gripopterygidae,Acroperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosis,Broad,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Coloburiscus,Sutton,Ephemeroptera,Coloburiscidae,Coloburiscus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Orthocladiinae,German,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Oeconesus,Berwick,Trichoptera,Oeconesidae,Oeconesus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Archichauliodes,Little,Megaloptera,Corydalidae,Archichauliodes,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Psilochorema,German,Trichoptera,Hydrobiosidae,Psilochorema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Zelandoperla,Venlaw,Plecoptera,Gripopterygidae,Zelandoperla,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Olinga,German,Trichoptera,Conoesucidae,Olinga,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Diamesinae,Blackrock,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Paracalliope,NorthCol,Amphipoda,Paracalliopiidae,Paracalliope,order,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Olinga,DempstersAu,Trichoptera,Conoesucidae,Olinga,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydrobiosis,DempstersSp,Trichoptera,Hydrobiosidae,Hydrobiosis,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Orthocladiinae,SuttonSp,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Helicopsyche,Sutton,Trichoptera,Helicopsychidae,Helicopsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pirara,Kyeburn,Diptera,Chironomidae,Pirara,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Olinga,Sutton,Trichoptera,Conoesucidae,Olinga,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Helicopsyche,SuttonSp,Trichoptera,Helicopsychidae,Helicopsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydora.larvae,SuttonSp,Coleoptera,Elmidae,Hydora.larvae,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Austroclima,Dempsters,Ephemeroptera,Leptophlebiidae,Austroclima,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,Powder,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pycnocentrodes,Sutton,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pycnocentria,DempstersAu,Trichoptera,Conoesucidae,Pycnocentria,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Helicopsyche,Broad,Trichoptera,Helicopsychidae,Helicopsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Polyplectropus,DempstersAu,Trichoptera,Polycentropidae,Polyplectropus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Psilochorema,Powder,Trichoptera,Hydrobiosidae,Psilochorema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pycnocentria,Sutton,Trichoptera,Conoesucidae,Pycnocentria,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Nesameletus,DempstersAu,Ephemeroptera,Nesameletidae,Nesameletus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aphrophila,Little,Diptera,Tipulidae,Aphrophila,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Tanypodinae,Little,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hudsonema,NorthCol,Trichoptera,Leptoceridae,Hudsonema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aphrophila,Blackrock,Diptera,Tipulidae,Aphrophila,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Nesameletus,DempstersSp,Ephemeroptera,Nesameletidae,Nesameletus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aphrophila,Canton,Diptera,Tipulidae,Aphrophila,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Zephlebia,DempstersAu,Ephemeroptera,Leptophlebiidae,Zephlebia,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Zephlebia,Dempsters,Ephemeroptera,Leptophlebiidae,Zephlebia,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Archichauliodes,Powder,Megaloptera,Corydalidae,Archichauliodes,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pycnocentrodes,Broad,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Aphrophila,Broad,Diptera,Tipulidae,Aphrophila,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Austroclima,DempstersSp,Ephemeroptera,Leptophlebiidae,Austroclima,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pycnocentrodes,SuttonSp,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pycnocentrodes,Dempsters,Trichoptera,Conoesucidae,Pycnocentrodes,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydora.adult,German,Coleoptera,Elmidae,Hydora.adult,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Nesameletus,Dempsters,Ephemeroptera,Nesameletidae,Nesameletus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Archichauliodes,Dempsters,Megaloptera,Corydalidae,Archichauliodes,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Austrosimulium,Kyeburn,Diptera,Simuliidae,Austrosimulium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Deleatidium,Canton,Ephemeroptera,Leptophlebiidae,Deleatidium,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Diamesinae,DempstersSp,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pirara,German,Diptera,Chironomidae,Pirara,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Austroclima,Sutton,Ephemeroptera,Leptophlebiidae,Austroclima,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydora.adult,Little,Coleoptera,Elmidae,Hydora.adult,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Diamesinae,Dempsters,Diptera,Chironomidae,NA,family,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Psilochorema,Little,Trichoptera,Hydrobiosidae,Psilochorema,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Helicopsyche,DempstersAu,Trichoptera,Helicopsychidae,Helicopsyche,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Philorheithrus,NorthCol,Trichoptera,Philorheithridae,Philorheithrus,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Pycnocentria,NorthCol,Trichoptera,Conoesucidae,Pycnocentria,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
Salmo,Hydora,Venlaw,Coleoptera,Elmidae,Hydora,genus,Salmoniformes,Salmonidae,Salmo,genus,direct
