"","consumer","resource","source.id","res.order","res.family","res.genus","minimum.res.method","con.order","con.family","con.genus","minimum.con.method","linkevidence"
"714","Salmo","Polyplectropus","Berwick","Trichoptera","Polycentropidae","Polyplectropus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"715","Salmo","Coloburiscus","DempstersSp","Ephemeroptera","Coloburiscidae","Coloburiscus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"716","Salmo","Coloburiscus","Sutton","Ephemeroptera","Coloburiscidae","Coloburiscus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"717","Salmo","Zelandoperla","Venlaw","Plecoptera","Gripopterygidae","Zelandoperla","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"718","Salmo","Hydora.larvae","DempstersSp","Coleoptera","Elmidae","Hydora.larvae","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"719","Salmo","Potamopyrgus","Blackrock","Mollusca","Hydrobiidae","Potamopyrgus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"720","Salmo","Potamopyrgus","NorthCol","Mollusca","Hydrobiidae","Potamopyrgus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"721","Salmo","Hydraena","Kyeburn","Coleoptera","Hydraenidae","Hydraena","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"722","Salmo","Stenoperla","Canton","Plecoptera","Eustheniidae","Stenoperla","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"723","Salmo","Costachorema","Sutton","Trichoptera","Hydrobiosidae","Costachorema","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"724","Salmo","Costachorema","Broad","Trichoptera","Hydrobiosidae","Costachorema","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"725","Salmo","Potamopyrgus","Dempsters","Mollusca","Hydrobiidae","Potamopyrgus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"726","Salmo","Zelolessica","NorthCol","Trichoptera","Helicophidae","Zelolessica","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"727","Salmo","Hydrobiosella","Kyeburn","Trichoptera","Philopotamidae","Hydrobiosella","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"728","Salmo","Oligochaetae","Berwick","Oligochaetae",NA,NA,"order","Salmoniformes","Salmonidae","Salmo","genus","direct"
"729","Salmo","Potamopyrgus","Little","Mollusca","Hydrobiidae","Potamopyrgus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"730","Salmo","Hydrobiosella","Little","Trichoptera","Philopotamidae","Hydrobiosella","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"731","Salmo","Psilochorema","Powder","Trichoptera","Hydrobiosidae","Psilochorema","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"732","Salmo","Pycnocentrodes","DempstersSp","Trichoptera","Conoesucidae","Pycnocentrodes","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"733","Salmo","Stenoperla","Dempsters","Plecoptera","Eustheniidae","Stenoperla","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"734","Salmo","Hudsonema","Canton","Trichoptera","Leptoceridae","Hudsonema","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"735","Salmo","Megaleptoperla","NorthCol","Plecoptera","Gripopterygidae","Megaleptoperla","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"736","Salmo","Hudsonema","DempstersAu","Trichoptera","Leptoceridae","Hudsonema","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"737","Salmo","Olinga","German","Trichoptera","Conoesucidae","Olinga","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"738","Salmo","Hydrobiosis","Canton","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"739","Salmo","Hydrobiosis","Broad","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"740","Salmo","Hydrobiosis","SuttonSp","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"741","Salmo","Deleatidium","DempstersSp","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"742","Salmo","Zelandoperla","Dempsters","Plecoptera","Gripopterygidae","Zelandoperla","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"743","Salmo","Polyplectropus","Broad","Trichoptera","Polycentropidae","Polyplectropus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"744","Salmo","Hydrobiosis","Little","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"745","Salmo","Pirara","Kyeburn","Diptera","Chironomidae","Pirara","family","Salmoniformes","Salmonidae","Salmo","genus","direct"
"746","Salmo","Oxyethira","Kyeburn","Trichoptera","Hydroptilidae","Oxyethira","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"747","Salmo","Psilochorema","Little","Trichoptera","Hydrobiosidae","Psilochorema","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"748","Salmo","Paracalliope","Berwick","Amphipoda","Paracalliopiidae","Paracalliope","order","Salmoniformes","Salmonidae","Salmo","genus","direct"
"749","Salmo","Polyplectropus","Canton","Trichoptera","Polycentropidae","Polyplectropus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"750","Salmo","Potamopyrgus","DempstersAu","Mollusca","Hydrobiidae","Potamopyrgus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"751","Salmo","Hydrobiosis","DempstersSp","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"752","Salmo","Olinga","DempstersAu","Trichoptera","Conoesucidae","Olinga","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"753","Salmo","Nesameletus","DempstersAu","Ephemeroptera","Nesameletidae","Nesameletus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"754","Salmo","Hydrobiosis","Kyeburn","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"755","Salmo","Hydrobiosis","Sutton","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"756","Salmo","Philorheithrus","NorthCol","Trichoptera","Philorheithridae","Philorheithrus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"757","Salmo","Zelandoperla","DempstersAu","Plecoptera","Gripopterygidae","Zelandoperla","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"758","Salmo","Pycnocentria","NorthCol","Trichoptera","Conoesucidae","Pycnocentria","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"759","Salmo","Oeconesus","Berwick","Trichoptera","Oeconesidae","Oeconesus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"760","Salmo","Hydrobiosis","Venlaw","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"761","Salmo","Paranephrops","Berwick","Decapoda","Parastacidae","Paranephrops","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"762","Salmo","Potamopyrgus","Sutton","Mollusca","Hydrobiidae","Potamopyrgus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"763","Salmo","Pirara","Dempsters","Diptera","Chironomidae","Pirara","family","Salmoniformes","Salmonidae","Salmo","genus","direct"
"764","Salmo","Zelandoperla","Kyeburn","Plecoptera","Gripopterygidae","Zelandoperla","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"765","Salmo","Paracalliope","Venlaw","Amphipoda","Paracalliopiidae","Paracalliope","order","Salmoniformes","Salmonidae","Salmo","genus","direct"
"766","Salmo","Pycnocentrodes","Sutton","Trichoptera","Conoesucidae","Pycnocentrodes","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"767","Salmo","Diamesinae","Kyeburn","Diptera","Chironomidae",NA,"family","Salmoniformes","Salmonidae","Salmo","genus","direct"
"768","Salmo","Diamesinae","DempstersSp","Diptera","Chironomidae",NA,"family","Salmoniformes","Salmonidae","Salmo","genus","direct"
"769","Salmo","Oxyethira","German","Trichoptera","Hydroptilidae","Oxyethira","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"770","Salmo","Zephlebia","Dempsters","Ephemeroptera","Leptophlebiidae","Zephlebia","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"771","Salmo","Psilochorema","Broad","Trichoptera","Hydrobiosidae","Psilochorema","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"772","Salmo","Orthocladiinae","German","Diptera","Chironomidae",NA,"family","Salmoniformes","Salmonidae","Salmo","genus","direct"
"773","Salmo","Olinga","Little","Trichoptera","Conoesucidae","Olinga","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"774","Salmo","Scirtidae","German","Coleoptera","Scirtidae",NA,"family","Salmoniformes","Salmonidae","Salmo","genus","direct"
"775","Salmo","Orthocladiinae","Blackrock","Diptera","Chironomidae",NA,"family","Salmoniformes","Salmonidae","Salmo","genus","direct"
"776","Salmo","Orthocladiinae","Kyeburn","Diptera","Chironomidae",NA,"family","Salmoniformes","Salmonidae","Salmo","genus","direct"
"777","Salmo","Stenoperla","DempstersAu","Plecoptera","Eustheniidae","Stenoperla","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"778","Salmo","Pirara","German","Diptera","Chironomidae","Pirara","family","Salmoniformes","Salmonidae","Salmo","genus","direct"
"779","Salmo","Deleatidium","Sutton","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"780","Salmo","Hydrobiosis","NorthCol","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"781","Salmo","Stenoperla","Venlaw","Plecoptera","Eustheniidae","Stenoperla","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"782","Salmo","Zelandoperla","Powder","Plecoptera","Gripopterygidae","Zelandoperla","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"783","Salmo","Psilochorema","NorthCol","Trichoptera","Hydrobiosidae","Psilochorema","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"784","Salmo","Hydraenidae","NorthCol","Coleoptera","Hydraenidae",NA,"family","Salmoniformes","Salmonidae","Salmo","genus","direct"
"785","Salmo","Pycnocentrodes","Dempsters","Trichoptera","Conoesucidae","Pycnocentrodes","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"786","Salmo","Oxyethira","Little","Trichoptera","Hydroptilidae","Oxyethira","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"787","Salmo","Megaleptoperla","Berwick","Plecoptera","Gripopterygidae","Megaleptoperla","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"788","Salmo","Zephlebia","DempstersAu","Ephemeroptera","Leptophlebiidae","Zephlebia","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"789","Salmo","Potamopyrgus","SuttonSp","Mollusca","Hydrobiidae","Potamopyrgus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"790","Salmo","Stenoperla","Berwick","Plecoptera","Eustheniidae","Stenoperla","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"791","Salmo","Potamopyrgus","DempstersSp","Mollusca","Hydrobiidae","Potamopyrgus","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"792","Salmo","Paranephrops","Powder","Decapoda","Parastacidae","Paranephrops","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"793","Salmo","Olinga","Sutton","Trichoptera","Conoesucidae","Olinga","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"794","Salmo","Deleatidium","Venlaw","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"795","Salmo","Zelandoperla","NorthCol","Plecoptera","Gripopterygidae","Zelandoperla","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"796","Salmo","Pycnocentria","Sutton","Trichoptera","Conoesucidae","Pycnocentria","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"797","Salmo","Pycnocentria","DempstersAu","Trichoptera","Conoesucidae","Pycnocentria","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"798","Salmo","Paroxyethira","Kyeburn","Trichoptera","Hydroptilidae","Paroxyethira","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"799","Salmo","Paranephrops","Venlaw","Decapoda","Parastacidae","Paranephrops","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"800","Salmo","Zelolessica","Kyeburn","Trichoptera","Helicophidae","Zelolessica","genus","Salmoniformes","Salmonidae","Salmo","genus","direct"
"801","Stenoperla","Coloburiscus","Little","Ephemeroptera","Coloburiscidae","Coloburiscus","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"802","Stenoperla","Orthocladiinae","Dempsters","Diptera","Chironomidae",NA,"family","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"803","Stenoperla","Nesameletus","DempstersAu","Ephemeroptera","Nesameletidae","Nesameletus","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"804","Stenoperla","Austrosimulium","Little","Diptera","Simuliidae","Austrosimulium","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"805","Stenoperla","Coloburiscus","AkatoreB","Ephemeroptera","Coloburiscidae","Coloburiscus","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"806","Stenoperla","Zephlebia","DempstersAu","Ephemeroptera","Leptophlebiidae","Zephlebia","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"807","Stenoperla","Austrosimulium","Stony","Diptera","Simuliidae","Austrosimulium","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"808","Stenoperla","Orthocladiinae","AkatoreB","Diptera","Chironomidae",NA,"family","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"809","Stenoperla","Hydora.larvae","AkatoreB","Coleoptera","Elmidae","Hydora.larvae","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"810","Stenoperla","Oligochaetae","AkatoreB","Oligochaetae",NA,NA,"order","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"811","Stenoperla","Hydora","Venlaw","Coleoptera","Elmidae","Hydora","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"812","Stenoperla","Oligochaeta","Catlins","Oligochaeta",NA,NA,"order","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"813","Stenoperla","Megaleptoperla","Dempsters","Plecoptera","Gripopterygidae","Megaleptoperla","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"814","Stenoperla","Oligochaetae","Narrowdale","Oligochaetae",NA,NA,"order","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"815","Stenoperla","Cristaperla","AkatoreB","Plecoptera","Notonemuridae'","Cristaperla","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"816","Stenoperla","Deleatidium","Catlins","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"817","Stenoperla","Zelandoperla","AkatoreB","Plecoptera","Gripopterygidae","Zelandoperla","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"818","Stenoperla","Oniscigaster","Dempsters","Ephemeroptera","Oniscigastridae","Oniscigaster","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"819","Stenoperla","Oligochaetae","Catlins","Oligochaetae",NA,NA,"order","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"820","Stenoperla","Deleatidium","DempstersAu","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"821","Stenoperla","Orthocladiinae","Little","Diptera","Chironomidae",NA,"family","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"822","Stenoperla","Cristaperla","AkatoreA","Plecoptera","Notonemuridae'","Cristaperla","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"823","Stenoperla","Oxyethira","Little","Trichoptera","Hydroptilidae","Oxyethira","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"824","Stenoperla","Pirara","Little","Diptera","Chironomidae","Pirara","family","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"825","Stenoperla","Stenoperla","DempstersAu","Plecoptera","Eustheniidae","Stenoperla","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"826","Stenoperla","Hudsonema","Little","Trichoptera","Leptoceridae","Hudsonema","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"827","Stenoperla","Austroperla","AkatoreB","Plecoptera","Austroperlidae","Austroperla","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"828","Stenoperla","Hydrobiosis","DempstersAu","Trichoptera","Hydrobiosidae","Hydrobiosis","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"829","Stenoperla","Deleatidium","AkatoreA","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"830","Stenoperla","Costachorema","Dempsters","Trichoptera","Hydrobiosidae","Costachorema","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"831","Stenoperla","Deleatidium","Healy","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"832","Stenoperla","Deleatidium","AkatoreB","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"833","Stenoperla","Orthocladiinae","Berwick","Diptera","Chironomidae",NA,"family","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"834","Stenoperla","Megaleptoperla","Venlaw","Plecoptera","Gripopterygidae","Megaleptoperla","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"835","Stenoperla","Cristaperla","Catlins","Plecoptera","Notonemuridae'","Cristaperla","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"836","Stenoperla","Tanypodinae","Little","Diptera","Chironomidae",NA,"family","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"837","Stenoperla","Deleatidium","NorthCol","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"838","Stenoperla","Stenoperla","Stony","Plecoptera","Eustheniidae","Stenoperla","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"839","Stenoperla","Polyplectropus","Little","Trichoptera","Polycentropidae","Polyplectropus","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"840","Stenoperla","Orthocladiinae","Powder","Diptera","Chironomidae",NA,"family","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"841","Stenoperla","Orthocladiinae","Venlaw","Diptera","Chironomidae",NA,"family","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"842","Stenoperla","Deleatidium","Little","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"843","Stenoperla","Nesameletus","Dempsters","Ephemeroptera","Nesameletidae","Nesameletus","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"844","Stenoperla","Aoteapsyche","Dempsters","Trichoptera","Hydropsychidae","Aoteapsyche","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"845","Stenoperla","Deleatidium","Narrowdale","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"846","Stenoperla","Paracalliope","Narrowdale","Amphipoda","Paracalliopiidae","Paracalliope","order","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"847","Stenoperla","Coloburiscus","AkatoreA","Ephemeroptera","Coloburiscidae","Coloburiscus","genus","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"848","Stenoperla","Orthocladiinae","Stony","Diptera","Chironomidae",NA,"family","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"849","Stenoperla","Oligochaeta","Venlaw","Oligochaeta",NA,NA,"order","Plecoptera","Eustheniidae","Stenoperla","genus","direct"
"850","Tanyderidae","Chironominae","Narrowdale","Diptera","Chironomidae",NA,"family","Diptera","Tanyderidae",NA,"family","direct"
"851","Tanyderidae","Orthocladiinae","Dempsters","Diptera","Chironomidae",NA,"family","Diptera","Tanyderidae",NA,"family","direct"
"852","Tanyderidae","Deleatidium","Dempsters","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Diptera","Tanyderidae",NA,"family","direct"
"853","Tanypodinae","Chironominae","Dempsters","Diptera","Chironomidae",NA,"family","Diptera","Chironomidae",NA,"family","direct"
"854","Tanypodinae","Orthocladiinae","Broad","Diptera","Chironomidae",NA,"family","Diptera","Chironomidae",NA,"family","direct"
"855","Tanypodinae","Pirara","Kyeburn","Diptera","Chironomidae","Pirara","family","Diptera","Chironomidae",NA,"family","direct"
"856","Tanypodinae","Orthocladiinae","Powder","Diptera","Chironomidae",NA,"family","Diptera","Chironomidae",NA,"family","direct"
"857","Tanypodinae","Austrosimulium","Healy","Diptera","Simuliidae","Austrosimulium","genus","Diptera","Chironomidae",NA,"family","direct"
"858","Tanypodinae","Orthocladiinae","Healy","Diptera","Chironomidae",NA,"family","Diptera","Chironomidae",NA,"family","direct"
"859","Tanypodinae","Orthocladiinae","Dempsters","Diptera","Chironomidae",NA,"family","Diptera","Chironomidae",NA,"family","direct"
"860","Tanypodinae","Orthocladiinae","Kyeburn","Diptera","Chironomidae",NA,"family","Diptera","Chironomidae",NA,"family","direct"
"861","Tanypodinae","Pirara","Healy","Diptera","Chironomidae","Pirara","family","Diptera","Chironomidae",NA,"family","direct"
"862","Tanypodinae","Pycnocentrodes","Dempsters","Trichoptera","Conoesucidae","Pycnocentrodes","genus","Diptera","Chironomidae",NA,"family","direct"
"863","Tanypodinae","Oligochaeta","NorthCol","Oligochaeta",NA,NA,"order","Diptera","Chironomidae",NA,"family","direct"
"864","Tanypodinae","Oligochaetae","AkatoreB","Oligochaetae",NA,NA,"order","Diptera","Chironomidae",NA,"family","direct"
"865","Tiphobiosis","Pirara","Stony","Diptera","Chironomidae","Pirara","family","Trichoptera","Hydrobiosidae","Tiphobiosis","genus","direct"
"866","Tiphobiosis","Oligochaetae","Stony","Oligochaetae",NA,NA,"order","Trichoptera","Hydrobiosidae","Tiphobiosis","genus","direct"
"867","Tiphobiosis","Chironominae","Venlaw","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Tiphobiosis","genus","direct"
"868","Tiphobiosis","Nesameletus","Dempsters","Ephemeroptera","Nesameletidae","Nesameletus","genus","Trichoptera","Hydrobiosidae","Tiphobiosis","genus","direct"
"869","Tiphobiosis","Pycnocentrodes","Stony","Trichoptera","Conoesucidae","Pycnocentrodes","genus","Trichoptera","Hydrobiosidae","Tiphobiosis","genus","direct"
"870","Tiphobiosis","Deleatidium","Stony","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Trichoptera","Hydrobiosidae","Tiphobiosis","genus","direct"
"871","Tiphobiosis","Orthocladiinae","Stony","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Tiphobiosis","genus","direct"
"872","Tiphobiosis","Chironomidae","DempstersAu","Diptera","Chironomidae",NA,"family","Trichoptera","Hydrobiosidae","Tiphobiosis","genus","direct"
"873","Zelandoperla","Orthocladiinae","Venlaw","Diptera","Chironomidae",NA,"family","Plecoptera","Gripopterygidae","Zelandoperla","genus","direct"
"874","Zelandoperla","Chironominae","Healy","Diptera","Chironomidae",NA,"family","Plecoptera","Gripopterygidae","Zelandoperla","genus","direct"
"875","Zelandoperla","Austrosimulium","Stony","Diptera","Simuliidae","Austrosimulium","genus","Plecoptera","Gripopterygidae","Zelandoperla","genus","direct"
"876","Zelandoperla","Stenoperla","Stony","Plecoptera","Eustheniidae","Stenoperla","genus","Plecoptera","Gripopterygidae","Zelandoperla","genus","direct"
"877","Zelandoperla","Deleatidium","Dempsters","Ephemeroptera","Leptophlebiidae","Deleatidium","genus","Plecoptera","Gripopterygidae","Zelandoperla","genus","direct"
"878","Zelandoperla","Pirara","Healy","Diptera","Chironomidae","Pirara","family","Plecoptera","Gripopterygidae","Zelandoperla","genus","direct"
"879","Zelandoperla","Austroclima","Healy","Ephemeroptera","Leptophlebiidae","Austroclima","genus","Plecoptera","Gripopterygidae","Zelandoperla","genus","direct"
"880","Zelandoperla","Orthocladiinae","Stony","Diptera","Chironomidae",NA,"family","Plecoptera","Gripopterygidae","Zelandoperla","genus","direct"
"881","Zelandoperla","Austrosimulium","Healy","Diptera","Simuliidae","Austrosimulium","genus","Plecoptera","Gripopterygidae","Zelandoperla","genus","direct"
"882","Zelandoperla","Austrosimulium","Broad","Diptera","Simuliidae","Austrosimulium","genus","Plecoptera","Gripopterygidae","Zelandoperla","genus","direct"
"883","Zelandoperla","Orthocladiinae","Healy","Diptera","Chironomidae",NA,"family","Plecoptera","Gripopterygidae","Zelandoperla","genus","direct"
"884","Paranephrops zealandicus","Acanthophlebia","11","Ephemeroptera","Leptophlebiidae","Acanthophlebia",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"885","Anguilla","Acari","2","Acari",NA,NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"886","Archichauliodes diversus","Acari","10","Acari",NA,NA,NA,"Megaloptera","Corydalidae","Archichauliodes",NA,NA
"887","Paranephrops zealandicus","Acari","11","Acari",NA,NA,NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"888","Paranephrops zealandicus","Acroperla","11","Plecoptera","Gripopterygidae","Acroperla",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"889","Archichauliodes diversus","Acroperla trivacuatus","10","Plecoptera","Gripopterygidae","Acroperla",NA,"Megaloptera","Corydalidae","Archichauliodes",NA,NA
"890","Stenoperla prasina","Acroperla trivacuatus","10","Plecoptera","Gripopterygidae","Acroperla",NA,"Plecoptera","Eustheniidae","Stenoperla",NA,NA
"891","Paranephrops zealandicus","Actinastrum","11",NA,NA,NA,NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"892","Acanthophlebia","Algae","4",NA,NA,NA,NA,"Ephemeroptera","Leptophlebiidae","Acanthophlebia",NA,"direct"
"893","Aoteapsyche","Algae","4",NA,NA,NA,NA,"Trichoptera","Hydropsychidae","Aoteapsyche",NA,"direct"
"894","Aphrophila","Algae","4",NA,NA,NA,NA,"Diptera","Tipulidae","Aphrophila",NA,"direct"
"895","Austroperla","Algae","4",NA,NA,NA,NA,"Plecoptera","Austroperlidae","Austroperla",NA,"direct"
"896","Chironomidae","Algae","4",NA,NA,NA,NA,"Diptera","Chironomidae",NA,NA,"direct"
"897","Coloburiscus","Algae","4",NA,NA,NA,NA,"Ephemeroptera","Coloburiscidae","Coloburiscus",NA,"direct"
"898","Deleatidium","Algae","4",NA,NA,NA,NA,"Ephemeroptera","Leptophlebiidae","Deleatidium",NA,"direct"
"899","Diamesinae","Algae","4",NA,NA,NA,NA,"Diptera","Chironomidae",NA,NA,"direct"
"900","Elmidae","Algae","4",NA,NA,NA,NA,"Coleoptera","Elmidae","Hydora.larvae",NA,"direct"
"901","Eriopterini","Algae","4",NA,NA,NA,NA,"Diptera","Tipulidae","Eriopterini",NA,"direct"
"902","Hydrobiosella","Algae","4",NA,NA,NA,NA,"Trichoptera","Philopotamidae","Hydrobiosella",NA,"direct"
"903","Orthopsyche","Algae","4",NA,NA,NA,NA,"Trichoptera","Hydropsychidae","Orthopsyche",NA,"direct"
