"","consumer","resource","source.id","res.order","res.family","res.genus","minimum.res.method","con.order","con.family","con.genus","minimum.con.method","linkevidence"
"904","Platyhelminthes","Algae","4",NA,NA,NA,NA,"Platyhelminthes",NA,NA,NA,"direct"
"905","Polyplectropus","Algae","4",NA,NA,NA,NA,"Trichoptera","Polycentropidae","Polyplectropus",NA,"direct"
"906","Ptylidactylidae","Algae","4",NA,NA,NA,NA,"Coleoptera","Ptylidactylidae",NA,NA,"direct"
"907","Pycnocentria","Algae","4",NA,NA,NA,NA,"Trichoptera","Conoesucidae","Pycnocentria",NA,"direct"
"908","Pycnocentrodes","Algae","4",NA,NA,NA,NA,"Trichoptera","Conoesucidae","Pycnocentrodes",NA,"direct"
"909","Spaniocerca","Algae","4",NA,NA,NA,NA,"Plecoptera","Notonemouridae","Spaniocerca",NA,"direct"
"910","Tanypodinae","Algae","4",NA,NA,NA,NA,"Diptera","Chironomidae",NA,NA,"direct"
"911","Zelandobius","Algae","4",NA,NA,NA,NA,"Plecoptera","Gripopterygidae","Zelandobius",NA,"direct"
"912","Zelandoperla","Algae","4",NA,NA,NA,NA,"Plecoptera","Gripopterygidae","Zelandoperla",NA,"direct"
"913","Zephlebia","Algae","4",NA,NA,NA,NA,"Ephemeroptera","Leptophlebiidae","Zephlebia",NA,"direct"
"914","Philanis plebeius","Algae","8",NA,NA,NA,NA,"Trichoptera","Chathamidae","Philanis",NA,NA
"915","Pycnocentrodes aeris","Algae","8",NA,NA,NA,NA,"Trichoptera","Conoesucidae","Pycnocentrodes",NA,NA
"916","Pycnocentrodes aureola","Algae","8",NA,NA,NA,NA,"Trichoptera","Conoesucidae","Pycnocentrodes",NA,NA
"917","Zelolessica","Algae","8",NA,NA,NA,NA,"Trichoptera","Helicophidae","Zelolessica",NA,NA
"918","Anguilla","Ameletopsis","2","Ephemeroptera","Ameletopsidae","Ameletopsis",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"919","Anguilla","Ameletopsis","2","Ephemeroptera","Ameletopsidae","Ameletopsis",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"920","Galaxias","Ameletopsis","2","Ephemeroptera","Ameletopsidae","Ameletopsis",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"921","Gobiomorphus","Ameletopsis","2","Ephemeroptera","Ameletopsidae","Ameletopsis",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"922","Paranephrops zealandicus","Ameletopsis","11","Ephemeroptera","Ameletopsidae","Ameletopsis",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"923","Galaxias argenteus","Amphipoda","6","Amphipoda",NA,NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"924","Anguilla australis","Anguilla","13","Anguilliformes","Anguillidae","Anguilla",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"925","Anguilla dieffenbachii","Anguilla","13","Anguilliformes","Anguillidae","Anguilla",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"926","Galaxias argenteus","Anisops","6","Hemiptera","Notonectidae","Anisops",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"927","Anguilla australis","Anisops","13","Hemiptera","Notonectidae","Anisops",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"928","Anguilla australis","Anisoptera","13","Odonata",NA,NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"929","Anguilla dieffenbachii","Anisoptera","13","Odonata",NA,NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"930","Anguilla","Aoteapsyche","2","Trichoptera","Hydropsychidae","Aoteapsyche",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"931","Gobiomorphus","Aoteapsyche","2","Trichoptera","Hydropsychidae","Aoteapsyche",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"932","Salmo","Aoteapsyche","2","Trichoptera","Hydropsychidae","Aoteapsyche",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"933","Archichauliodes","Aoteapsyche","4","Trichoptera","Hydropsychidae","Aoteapsyche",NA,"Megaloptera","Corydalidae","Archichauliodes",NA,"direct"
"934","Anguilla dieffenbachii","Aoteapsyche","5","Trichoptera","Hydropsychidae","Aoteapsyche",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"935","Galaxias southern","Aoteapsyche","5","Trichoptera","Hydropsychidae","Aoteapsyche",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"936","Galaxias vulgaris","Aoteapsyche","5","Trichoptera","Hydropsychidae","Aoteapsyche",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"937","Gobiomorphus breviceps","Aoteapsyche","5","Trichoptera","Hydropsychidae","Aoteapsyche",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"938","Gobiomorphus cotidianus","Aoteapsyche","5","Trichoptera","Hydropsychidae","Aoteapsyche",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"939","Salmo trutta","Aoteapsyche","5","Trichoptera","Hydropsychidae","Aoteapsyche",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"940","Paranephrops zealandicus","Aoteapsyche","11","Trichoptera","Hydropsychidae","Aoteapsyche",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"941","Anguilla dieffenbachii","Aoteapsyche","15","Trichoptera","Hydropsychidae","Aoteapsyche",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"942","Galaxias argenteus","Aoteapsyche colonica","6","Trichoptera","Hydropsychidae","Aoteapsyche",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"943","Anguilla","Aphrophila","2","Diptera","Tipulidae","Aphrophila",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"944","Gobiomorphus breviceps","Aphrophila","5","Diptera","Tipulidae","Aphrophila",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"945","Anguilla","Archichauliodes","2","Megaloptera","Corydalidae","Archichauliodes",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"946","Galaxias","Archichauliodes","2","Megaloptera","Corydalidae","Archichauliodes",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"947","Gobiomorphus","Archichauliodes","2","Megaloptera","Corydalidae","Archichauliodes",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"948","Galaxias argenteus","Archichauliodes diversus","6","Megaloptera","Corydalidae","Archichauliodes",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"949","Archichauliodes diversus","Archichauliodes diversus","10","Megaloptera","Corydalidae","Archichauliodes",NA,"Megaloptera","Corydalidae","Archichauliodes",NA,NA
"950","Anguilla dieffenbachii","Archichauliodes diversus","12","Megaloptera","Corydalidae","Archichauliodes",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"951","Anguilla australis","Archichauliodes diversus","15","Megaloptera","Corydalidae","Archichauliodes",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"952","Anguilla dieffenbachii","Archichauliodes diversus","15","Megaloptera","Corydalidae","Archichauliodes",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"953","Paranephrops zealandicus","Atalophlebioides","11","Ephemeroptera","Leptophlebiidae","Atalophlebioides",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"954","Gobiomorphus breviceps","Austroclima","5","Ephemeroptera","Leptophlebiidae","Austroclima",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"955","Salmo trutta","Austroclima","5","Ephemeroptera","Leptophlebiidae","Austroclima",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"956","Galaxias argenteus","Austroclima","6","Ephemeroptera","Leptophlebiidae","Austroclima",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"957","Paranephrops zealandicus","Austroclima","11","Ephemeroptera","Leptophlebiidae","Austroclima",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"958","Paranephrops zealandicus","Austroperla","11","Plecoptera","Austroperlidae","Austroperla",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"959","Anguilla dieffenbachii","Austroperla","12","Plecoptera","Austroperlidae","Austroperla",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"960","Anguilla","Austrosimulium","2","Diptera","Simuliidae","Austrosimulium",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"961","Galaxias","Austrosimulium","2","Diptera","Simuliidae","Austrosimulium",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"962","Gobiomorphus","Austrosimulium","2","Diptera","Simuliidae","Austrosimulium",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"963","Cheimarrichthys fosteri","Austrosimulium","5","Diptera","Simuliidae","Austrosimulium",NA,"Perciformes","Cheimarrichthyidae","Cheimarrichthys",NA,"direct"
"964","Galaxias brevipinnis","Austrosimulium","5","Diptera","Simuliidae","Austrosimulium",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"965","Galaxias vulgaris","Austrosimulium","5","Diptera","Simuliidae","Austrosimulium",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"966","Gobiomorphus breviceps","Austrosimulium","5","Diptera","Simuliidae","Austrosimulium",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"967","Salmo trutta","Austrosimulium","5","Diptera","Simuliidae","Austrosimulium",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"968","Aoteapsyche colonica","Austrosimulium","8","Diptera","Simuliidae","Austrosimulium",NA,"Trichoptera","Hydropsychidae","Aoteapsyche",NA,NA
"969","Paranephrops zealandicus","Austrosimulium","11","Diptera","Simuliidae","Austrosimulium",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"970","Galaxias argenteus","Austrosimulium tillyardianum Larvae","6","Diptera","Simuliidae","Austrosimulium",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"971","Galaxias argenteus","Austrosimulium tillyardianum Pupae","6","Diptera","Simuliidae","Austrosimulium",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"972","Hydrobiosis parumbripennis","Austrosimulium tilyardianum","9","Diptera","Simuliidae","Austrosimulium",NA,"Trichoptera","Hydrobiosidae","Hydrobiosis",NA,NA
"973","Hydropsyche colonica","Austrosimulium tilyardianum","9","Diptera","Simuliidae","Austrosimulium",NA,"Trichoptera","Hydropsychidae","Hydropsyche",NA,NA
"974","Galaxias vulgaris","Beraeoptera","5","Trichoptera","Conoesucidae","Beraeoptera",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"975","Salmo trutta","Beraeoptera","5","Trichoptera","Conoesucidae","Beraeoptera",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"976","Paranephrops zealandicus","Beraeoptera","11","Trichoptera","Conoesucidae","Beraeoptera",NA,"Decapoda","Parastacidae","Paranephrops",NA,NA
"977","Galaxias brevipinnis","Beraeoptera","15","Trichoptera","Conoesucidae","Beraeoptera",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"978","Galaxias argenteus","Beraeoptera roria","6","Trichoptera","Conoesucidae","Beraeoptera",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"979","Galaxias argenteus","Ceratopogonidae","6","Diptera","Ceratopogonidae",NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"980","Ameletopsis","Chironomidae","2","Diptera","Chironomidae",NA,NA,"Ephemeroptera","Ameletopsidae","Ameletopsis",NA,"direct"
"981","Anguilla","Chironomidae","2","Diptera","Chironomidae",NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"982","Aoteapsyche","Chironomidae","2","Diptera","Chironomidae",NA,NA,"Trichoptera","Hydropsychidae","Aoteapsyche",NA,"direct"
"983","Archichauliodes","Chironomidae","2","Diptera","Chironomidae",NA,NA,"Megaloptera","Corydalidae","Archichauliodes",NA,"direct"
"984","Costachorema","Chironomidae","2","Diptera","Chironomidae",NA,NA,"Trichoptera","Hydrobiosidae","Costachorema",NA,"direct"
"985","Galaxias","Chironomidae","2","Diptera","Chironomidae",NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"986","Gobiomorphus","Chironomidae","2","Diptera","Chironomidae",NA,NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"987","Hydrobiosis","Chironomidae","2","Diptera","Chironomidae",NA,NA,"Trichoptera","Hydrobiosidae","Hydrobiosis",NA,"direct"
"988","Psilochorema","Chironomidae","2","Diptera","Chironomidae",NA,NA,"Trichoptera","Hydrobiosidae","Psilochorema",NA,"direct"
"989","Salmo","Chironomidae","2","Diptera","Chironomidae",NA,NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"990","Stenoperla","Chironomidae","2","Diptera","Chironomidae",NA,NA,"Plecoptera","Eustheniidae","Stenoperla",NA,"direct"
"991","Tanypodinae","Chironomidae","2","Diptera","Chironomidae",NA,NA,"Diptera","Chironomidae",NA,NA,"direct"
"992","Costachorema","Chironomidae","3","Diptera","Chironomidae",NA,NA,"Trichoptera","Hydrobiosidae","Costachorema",NA,"direct"
"993","Edpercivalia","Chironomidae","3","Diptera","Chironomidae",NA,NA,"Trichoptera","Hydrobiosidae","Edpercivalia",NA,"direct"
"994","Polyplectropus","Chironomidae","3","Diptera","Chironomidae",NA,NA,"Trichoptera","Polycentropidae","Polyplectropus",NA,"direct"
"995","Stenoperla","Chironomidae","3","Diptera","Chironomidae",NA,NA,"Plecoptera","Eustheniidae","Stenoperla",NA,"direct"
"996","Aphrophila","Chironomidae","4","Diptera","Chironomidae",NA,NA,"Diptera","Tipulidae","Aphrophila",NA,"direct"
"997","Archichauliodes","Chironomidae","4","Diptera","Chironomidae",NA,NA,"Megaloptera","Corydalidae","Archichauliodes",NA,"direct"
"998","Hydrobiosella","Chironomidae","4","Diptera","Chironomidae",NA,NA,"Trichoptera","Philopotamidae","Hydrobiosella",NA,"direct"
"999","Platyhelminthes","Chironomidae","4","Diptera","Chironomidae",NA,NA,"Platyhelminthes",NA,NA,NA,"direct"
"1000","Stenoperla","Chironomidae","4","Diptera","Chironomidae",NA,NA,"Plecoptera","Eustheniidae","Stenoperla",NA,"direct"
"1001","Galaxias argenteus","Chironomidae","6","Diptera","Chironomidae",NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1002","Galaxias argenteus","Chironomidae","6","Diptera","Chironomidae",NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1003","Galaxias argenteus","Chironomidae","6","Diptera","Chironomidae",NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1004","Aoteapsyche colonica","Chironomidae","8","Diptera","Chironomidae",NA,NA,"Trichoptera","Hydropsychidae","Aoteapsyche",NA,NA
"1005","Hydrobiosis parumbripennis","Chironomidae","9","Diptera","Chironomidae",NA,NA,"Trichoptera","Hydrobiosidae","Hydrobiosis",NA,NA
"1006","Hydropsyche colonica","Chironomidae","9","Diptera","Chironomidae",NA,NA,"Trichoptera","Hydropsychidae","Hydropsyche",NA,NA
"1007","Archichauliodes diversus","Chironomidae","10","Diptera","Chironomidae",NA,NA,"Megaloptera","Corydalidae","Archichauliodes",NA,NA
"1008","Stenoperla prasina","Chironomidae","10","Diptera","Chironomidae",NA,NA,"Plecoptera","Eustheniidae","Stenoperla",NA,NA
"1009","Anguilla dieffenbachii","Chironomidae","12","Diptera","Chironomidae",NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1010","Anguilla australis","Chironomidae","13","Diptera","Chironomidae",NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1011","Anguilla australis","Chironomidae","15","Diptera","Chironomidae",NA,NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1012","Gobiomorphus huttoni","Chironomidae","15","Diptera","Chironomidae",NA,NA,"Perciformes","Eleotridae","Gobiomorphus",NA,NA
"1013","Gobiomorphus breviceps","Chironominae","5","Diptera","Chironomidae",NA,NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1014","Galaxias argenteus","Coleoptera","6","Coleoptera",NA,NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1015","Galaxias argenteus","Coleoptera","6","Coleoptera",NA,NA,NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1016","Anguilla","Coloburiscus","2","Ephemeroptera","Coloburiscidae","Coloburiscus",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"1017","Galaxias","Coloburiscus","2","Ephemeroptera","Coloburiscidae","Coloburiscus",NA,"Osmeriformes","Galaxidae","Galaxias",NA,"direct"
"1018","Gobiomorphus","Coloburiscus","2","Ephemeroptera","Coloburiscidae","Coloburiscus",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1019","Salmo","Coloburiscus","2","Ephemeroptera","Coloburiscidae","Coloburiscus",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1020","Stenoperla","Coloburiscus","4","Ephemeroptera","Coloburiscidae","Coloburiscus",NA,"Plecoptera","Eustheniidae","Stenoperla",NA,"direct"
"1021","Gobiomorphus breviceps","Coloburiscus","5","Ephemeroptera","Coloburiscidae","Coloburiscus",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1022","Gobiomorphus huttoni","Coloburiscus","15","Ephemeroptera","Coloburiscidae","Coloburiscus",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,NA
"1023","Galaxias argenteus","Coloburiscus humeralis","6","Ephemeroptera","Coloburiscidae","Coloburiscus",NA,"Osmeriformes","Galaxidae","Galaxias",NA,NA
"1024","Archichauliodes diversus","Coloburiscus humeralis","10","Ephemeroptera","Coloburiscidae","Coloburiscus",NA,"Megaloptera","Corydalidae","Archichauliodes",NA,NA
"1025","Stenoperla prasina","Coloburiscus humeralis","10","Ephemeroptera","Coloburiscidae","Coloburiscus",NA,"Plecoptera","Eustheniidae","Stenoperla",NA,NA
"1026","Anguilla dieffenbachii","Colobursicus","12","Ephemeroptera","Coloburiscidae","Coloburiscus",NA,"Anguilliformes","Anguillidae","Anguilla",NA,NA
"1027","Anguilla","Costachorema","2","Trichoptera","Hydrobiosidae","Costachorema",NA,"Anguilliformes","Anguillidae","Anguilla",NA,"direct"
"1028","Gobiomorphus","Costachorema","2","Trichoptera","Hydrobiosidae","Costachorema",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1029","Salmo","Costachorema","2","Trichoptera","Hydrobiosidae","Costachorema",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1030","Gobiomorphus breviceps","Costachorema","5","Trichoptera","Hydrobiosidae","Costachorema",NA,"Perciformes","Eleotridae","Gobiomorphus",NA,"direct"
"1031","Salmo trutta","Costachorema","5","Trichoptera","Hydrobiosidae","Costachorema",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1032","Cheimarrichthys fosteri","Costachorema xanthopterum","5","Trichoptera","Hydrobiosidae","Costachorema",NA,"Perciformes","Cheimarrichthyidae","Cheimarrichthys",NA,"direct"
"1033","Salmo trutta","Costachorema xanthopterum","5","Trichoptera","Hydrobiosidae","Costachorema",NA,"Salmoniformes","Salmonidae","Salmo",NA,"direct"
"1034","Aoteapsyche","CPOM","4",NA,NA,NA,NA,"Trichoptera","Hydropsychidae","Aoteapsyche",NA,"direct"
"1035","Chironomidae","CPOM","4",NA,NA,NA,NA,"Diptera","Chironomidae",NA,NA,"direct"
"1036","Diamesinae","CPOM","4",NA,NA,NA,NA,"Diptera","Chironomidae",NA,NA,"direct"
"1037","Eriopterini","CPOM","4",NA,NA,NA,NA,"Diptera","Tipulidae","Eriopterini",NA,"direct"
"1038","Hydrobiosella","CPOM","4",NA,NA,NA,NA,"Trichoptera","Philopotamidae","Hydrobiosella",NA,"direct"
"1039","Hydrophilidae","CPOM","4",NA,NA,NA,NA,"Coleoptera","Hydrophilidae",NA,NA,"direct"
"1040","Spaniocerca","CPOM","4",NA,NA,NA,NA,"Plecoptera","Notonemouridae","Spaniocerca",NA,"direct"
"1041","Zelandobius","CPOM","4",NA,NA,NA,NA,"Plecoptera","Gripopterygidae","Zelandobius",NA,"direct"
"1042","Zelandoperla","CPOM","4",NA,NA,NA,NA,"Plecoptera","Gripopterygidae","Zelandoperla",NA,"direct"
